year,icd_main_category,icd_detail_category,gender,death_age,death_count
2018,"1-051-Endocrine, nutritional and metabolic diseases(E00-E88)","1-054-Remainder of endocrine, nutritional and metabolic diseases",F,80 - 84,2
2018,1-055-Mental and behavioural disorders(F01-F99),"1-057-Remainder of mental and behavioural disorders(F01-F09,F20-F99)",F,20 - 29,1
2018,1-055-Mental and behavioural disorders(F01-F99),"1-057-Remainder of mental and behavioural disorders(F01-F09,F20-F99)",F,85 and Over,1
2018,1-058-Diseases of the nervous system(G00-G98),"1-059-Meningitis(G00,G03)",F,65 - 69,1
2018,1-058-Diseases of the nervous system(G00-G98),"1-059-Meningitis(G00,G03)",F,85 and Over,1
2018,1-058-Diseases of the nervous system(G00-G98),1-060-Alzheimers disease(G30),F,60 - 64,1
2018,1-058-Diseases of the nervous system(G00-G98),1-060-Alzheimers disease(G30),F,80 - 84,2
2018,1-058-Diseases of the nervous system(G00-G98),1-060-Alzheimers disease(G30),F,85 and Over,12
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,03,1
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,05 - 09,3
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,20 - 29,2
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,30 - 39,2
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,40 - 49,5
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,50 - 59,11
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,60 - 64,5
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,65 - 69,7
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,70 - 74,6
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,75 - 79,13
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,80 - 84,11
2018,1-058-Diseases of the nervous system(G00-G98),"1-061-Remainder of diseases of the nervous system(G04-G25,G31-G98)",F,85 and Over,23
2018,1-062-Diseases of the eye and adnexa(H00-H57),1-062-Diseases of the eye and adnexa(H00-H57),F,80 - 84,1
2018,1-063-Diseases of the ear and mastoid process(H60-H93),1-063-Diseases of the ear and mastoid process(H60-H93),F,28 days - under 1 years,1
2018,1-063-Diseases of the ear and mastoid process(H60-H93),1-063-Diseases of the ear and mastoid process(H60-H93),F,50 - 59,1
2018,1-063-Diseases of the ear and mastoid process(H60-H93),1-063-Diseases of the ear and mastoid process(H60-H93),F,75 - 79,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),F,60 - 64,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),F,65 - 69,2
2018,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),F,70 - 74,2
2018,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),F,75 - 79,5
2018,1-064-Diseases of the circulatory system(I00-I99),1-065-Acute rheumatic fever and chronic rheumatic heart diseases(I00-I09),F,80 - 84,5
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,20 - 29,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,30 - 39,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,40 - 49,8
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,50 - 59,15
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,60 - 64,21
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,65 - 69,33
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,70 - 74,26
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,75 - 79,40
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,80 - 84,44
2018,1-064-Diseases of the circulatory system(I00-I99),1-066-Hypertensive diseases(I10-I13),F,85 and Over,96
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,30 - 39,6
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,40 - 49,18
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,50 - 59,64
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,60 - 64,88
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,65 - 69,90
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,70 - 74,129
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,75 - 79,198
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,80 - 84,254
2018,1-064-Diseases of the circulatory system(I00-I99),1-067-Ischaemic heart diseases(I20-I25),F,85 and Over,591
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,01,2
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,02,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,05 - 09,2
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,20 - 29,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,30 - 39,8
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,40 - 49,9
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,50 - 59,18
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,60 - 64,14
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,65 - 69,10
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,70 - 74,19
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,75 - 79,28
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,80 - 84,30
2018,1-064-Diseases of the circulatory system(I00-I99),1-068-Other heart diseases(I26-I51),F,85 and Over,70
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,02,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,20 - 29,2
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,30 - 39,8
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,40 - 49,20
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,50 - 59,31
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,60 - 64,34
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,65 - 69,44
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,70 - 74,53
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,75 - 79,85
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,80 - 84,121
2018,1-064-Diseases of the circulatory system(I00-I99),1-069-Cerebrovascular diseases(I60-I69),F,85 and Over,286
2018,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),F,65 - 69,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),F,70 - 74,3
2018,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),F,75 - 79,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),F,80 - 84,3
2018,1-064-Diseases of the circulatory system(I00-I99),1-070-Atherosclerosis(I71),F,85 and Over,9
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,10 - 19,1
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,40 - 49,2
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,60 - 64,2
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,65 - 69,3
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,70 - 74,5
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,75 - 79,24
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,80 - 84,16
2018,1-064-Diseases of the circulatory system(I00-I99),1-071-Remainder of diseases of the circulatory system(I71-I99),F,85 and Over,41
2018,1-072-Diseases of the respiratory system(J00-J98),1-073-Influenza(J09-J11),F,70 - 74,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-073-Influenza(J09-J11),F,75 - 79,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-073-Influenza(J09-J11),F,85 and Over,2
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,01,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,10 - 19,2
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,20 - 29,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,28 days - under 1 years,3
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,30 - 39,9
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,40 - 49,19
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,50 - 59,43
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,60 - 64,61
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,65 - 69,74
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,70 - 74,125
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,75 - 79,221
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,80 - 84,367
2018,1-072-Diseases of the respiratory system(J00-J98),1-074-Pneumonia(J12-J18),F,85 and Over,1271
2018,1-072-Diseases of the respiratory system(J00-J98),1-075-Other acute lower respiratory infections(J20-J22),F,28 days - under 1 years,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-075-Other acute lower respiratory infections(J20-J22),F,65 - 69,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,10 - 19,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,20 - 29,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,30 - 39,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,40 - 49,8
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,50 - 59,6
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,60 - 64,3
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,65 - 69,11
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,70 - 74,11
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,75 - 79,15
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,80 - 84,14
2018,1-072-Diseases of the respiratory system(J00-J98),1-076-Chronic lower respiratory diseases(J40-J47),F,85 and Over,40
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,F,28 days - under 1 years,1
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,F,50 - 59,4
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,F,60 - 64,5
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,F,65 - 69,5
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,F,70 - 74,5
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,F,75 - 79,14
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,F,80 - 84,10
2018,1-072-Diseases of the respiratory system(J00-J98),1-077-Remainder of diseases of the respiratory system,F,85 and Over,11
2018,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),F,50 - 59,1
2018,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),F,70 - 74,1
2018,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),F,75 - 79,2
2018,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),F,80 - 84,2
2018,1-078-Diseases of the digestive system(K00-K92),1-079-Gastric and duodenal ulcer(K25-K27),F,85 and Over,8
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,02,1
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,20 - 29,1
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,30 - 39,1
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,40 - 49,2
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,50 - 59,6
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,60 - 64,6
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,65 - 69,4
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,70 - 74,8
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,75 - 79,14
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,80 - 84,18
2018,1-078-Diseases of the digestive system(K00-K92),1-080-Diseases of the liver(K70-K76),F,85 and Over,18
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,20 - 29,3
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,30 - 39,1
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,40 - 49,3
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,50 - 59,7
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,60 - 64,7
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,65 - 69,8
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,70 - 74,15
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,75 - 79,18
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,80 - 84,30
2018,1-078-Diseases of the digestive system(K00-K92),1-081-Remainder of diseases of the digestive system,F,85 and Over,68
2018,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),F,60 - 64,3
2018,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),F,65 - 69,3
2018,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),F,70 - 74,7
2018,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),F,75 - 79,7
2018,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),F,80 - 84,9
2018,1-082-Diseases of the skin and subcutaneous tissue(L00-L98),1-082-Diseases of the skin and subcutaneous tissue(L00-L98),F,85 and Over,53
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,30 - 39,1
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,40 - 49,2
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,50 - 59,4
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,60 - 64,5
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,65 - 69,4
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,70 - 74,7
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,75 - 79,6
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,80 - 84,10
2018,1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),1-083-Diseases of the musculoskeletal system and connective tissue(M00-M99),F,85 and Over,24
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),F,20 - 29,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),F,30 - 39,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),F,40 - 49,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),F,50 - 59,2
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),F,60 - 64,2
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),F,65 - 69,2
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),F,70 - 74,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),F,75 - 79,2
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),F,80 - 84,3
2018,1-084-Diseases of the genitourinary system(N00-N98),1-085-Glomerular and renal tubulo-interstitial diseases(N00-N15),F,85 and Over,5
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,10 - 19,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,20 - 29,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,30 - 39,1
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,40 - 49,4
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,50 - 59,18
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,60 - 64,28
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,65 - 69,39
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,70 - 74,46
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,75 - 79,107
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,80 - 84,137
2018,1-084-Diseases of the genitourinary system(N00-N98),1-086-Remainder of diseases of the genitourinary system(N17-N98),F,85 and Over,283
2018,"1-087-Pregnancy, childbirth and the puerperium(O00-O99)",1-088-Pregnancy with abortive outcome(O00-O07),F,30 - 39,1
2018,"1-087-Pregnancy, childbirth and the puerperium(O00-O99)",1-089-Other direct obstetric deaths(O10-O92),F,20 - 29,1
2018,"1-087-Pregnancy, childbirth and the puerperium(O00-O99)",1-089-Other direct obstetric deaths(O10-O92),F,30 - 39,1
2018,"1-087-Pregnancy, childbirth and the puerperium(O00-O99)",1-089-Other direct obstetric deaths(O10-O92),F,40 - 49,1
2018,1-092-Certain conditions originating in the perinatal period(P00-P96),1-092-Certain conditions originating in the perinatal period(P00-P96),F,28 days - under 1 years,2
2018,1-092-Certain conditions originating in the perinatal period(P00-P96),1-092-Certain conditions originating in the perinatal period(P00-P96),F,Under 28 days,14
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,01,2
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,02,1
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,05 - 09,1
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,10 - 19,2
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,20 - 29,1
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,28 days - under 1 years,2
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,30 - 39,1
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,40 - 49,1
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,50 - 59,2
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,60 - 64,1
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,65 - 69,2
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,75 - 79,1
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,80 - 84,1
2018,"1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)","1-093-Congenital malformations, deformations and chromosomal abnormalities(Q00-Q99)",F,Under 28 days,11
2018,"1-094-Symptoms, signs and abnormal clinical and 		     laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,02,2
2018,"1-094-Symptoms, signs and abnormal clinical and 		     laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,04,1
2018,"1-094-Symptoms, signs and abnormal clinical and 		     laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,10 - 19,1
2018,"1-094-Symptoms, signs and abnormal clinical and 		     laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,20 - 29,1
2018,"1-094-Symptoms, signs and abnormal clinical and 		     laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,28 days - under 1 years,2
2018,"1-094-Symptoms, signs and abnormal clinical and 		     laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,30 - 39,4
2018,"1-094-Symptoms, signs and abnormal clinical and 		     laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,40 - 49,2
2018,"1-094-Symptoms, signs and abnormal clinical and 		     laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,50 - 59,5
2018,"1-094-Symptoms, signs and abnormal clinical and 		     laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,60 - 64,2
2018,"1-094-Symptoms, signs and abnormal clinical and 		     laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,70 - 74,1
2018,"1-094-Symptoms, signs and abnormal clinical and 		     laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,75 - 79,2
2018,"1-094-Symptoms, signs and abnormal clinical and 		     laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,80 - 84,4
2018,"1-094-Symptoms, signs and abnormal clinical and 		     laboratory findings, not elsewhere classified(R00-R99)","1-094-Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified(R00-R99)",F,85 and Over,1
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,10 - 19,3
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,20 - 29,4
