ID,timestamp,Username,caption,no. of likes,no. of comments,comments,food,cuisine
269,15/06/2020,fundamentally_flawed,"easing into mondays the only way i know how - scrambled eggs. much needed, after some jittery swells from good news received from the frenchie about borders being opened on the 1st july in the wee hours of the morning. these news however plagued with uncertainty in the specifics.

cracking open 3 eggs, i beat them with my indispensable tiny beater with a pinch of sea salt until bubbles form on top. then i leave this weaves of whites and yellows to mingle for 15 minutes on the counter top (top tip for tender eggs as salt dissolves the proteins and assists in creating a tighter moisture-binding network) as i get on with the morning coffee. heating up the pan, i add in a dash of milk and a chunk of butter to the eggs. i then cook the eggs over a low flame, stirring constantly. the result is a cascade of fluff, soft on the verge of custardy scrambled eggs.

caviar on monday. why not?

#sskitchendisasters #fundamentallyflawedkitchen #scrambledeggs #food52 #stayhomewithascott",636,15,"['Oooooh that caviar - I need that right now 🤤', 'Those eggs are so fluffy!!', '🤤 wow', 'Looks like the perfect breakfast 😋', 'Looks fab 😍', '😘😋😘😋', '@fundamentally_flawed everyday is a good day for caviar and the best time for me is always in the morning 😍', '🤩👌🏿 indeed, caviar on Monday, why not? 🤔😂', 'This looks delicious 😍', 'Tried your recipe this morning and the scrambled egg tasted great! Thanks for sharing', 'Yumsss']",,
270,14/06/2020,fundamentally_flawed,"applying the same logic behind kimchi fried rice, i took the rebellious child on a pasta run and gosh the results wound up being something that might edge out even my next revisit to good ole' carbonara. creamy, tangy and laced with smoky fats, it's the sort of combination that makes you embrace 'fusion' all over again.

kimchi tagliatelle
makes enough to feed 2 peckish eaters

120g dried tagliatelle
1/3 cup kimchi (@wealllovekimchi)
1 clove garlic, minced
6 tsp kimchi juice
1 tsp gochujang or doubanjiang
1 knob of butter
4 strips of bacon
a handful of shredded edam cheese/ cheddar cheese
scallions sliced on a diagonal

slice your bacon into tiny slices and set aside. in a bowl and using a pair of nifty scissors, slice the kimchi into tiny slices; in the korean kitchen, it's an indispensable tool ✂️. mince your garlic. prepare your sauce, in a seperate bowl, combine the kimchi juice and tsp of gochujang together.

cook your tagliatelle or your choice of pasta about 2 minutes less than the package recommends. i cooked mine for 6.5 mins. when you're into 2 minutes of the cook, heat up a skillet with olive oil, fry bacon for about 2 minutes, add in the garlic and fry it till slightly brown. now add in the chopped kimchi and keep stirring.

once the pasta is ready, drain it and reserve some of the pasta water. introduce your kimchi juice sauce and about 1/4 cup of pasta water into the pan. toss in the pasta. add in a healthy knob of butter to loosen the mixture. add in cheese if it's at your disposal (i like that subtle inflections of foreign influence here) then with the flame switched off, toss to emulsify and dish out piping hot.

garnish with spring onions and a #cheonggyewonegg fried egg.
~~~
@welovekimchi are small batch kimchi makers that guarantee fresh, preservative-free bottles of probiotic goodness. pre-orders for 20th june have just started in limited quantities so head on over to their socials for order info!

#sskitchendisasters #fundamentallyflawedkitchen #food52 #stfoodtrending #stayhomewithascott #budgettendollars",518,12,"['Such a great idea!!', '@thesilverchef .. did I get it right this time? I tried to take the lessons you taught me and just wing it here. Haha 🤣', 'Omg looks so Perfect 😻😻', '@heds888', 'Wow so creative!!💕💕', 'Yummy yummy yummy 👍😋', 'Wonderful😍🙏👍🍳', 'kimchi goes well with almost EVERY carbohydrate main😍😍😍']",,
271,14/06/2020,fundamentally_flawed,"taking a break from the kitchen this afternoon with some meats stacks from @wildfireburgers.sg. unlike a year ago when over-the-top monsta creations were invading front pages, now there's a new vogue for value-for-money yet quality online purchases. and so far, wildfire is at the top of their game.

a mindful mixing of flavours from char to sweetness of caramelised onions and heat from chipotle mayo deny the necessity for volume by double meat patties. that also ensures the burgers transport well. i don't have to twist your arm to tell you to order the shabu burger - black angus beef shabu cooked in yakiniku sauce, shimeiji mushrooms and goma sauce. it reads like a dream and taste like a gyūdon had put on a spanking brand new suit. both the @snakeriverfarms wagyu burger and shabu burger are priced at $13 whilst the eggstarter (a glorious take on the bacon egg roll) is just $9.

a therapy, or affordable luxury that you just might need occasionally during these times.

#sihansaydabaowhat #sgunited #savefnbsg #burpple #stfoodtrending #food52 #burgersaremynemesis #weaccidentallyaburger",423,3,"['😘😋😘😋', '😮😮😍', 'i really enjoyed the shabu! many good cheeseburgers out there nowadays and this was a pleasant surprise']",,
272,14/06/2020,fundamentally_flawed,"who misses weekend dim sum lunches? i do. whenever i'm seated at one of those large tables, engaging in chopsticks war with the family, {siu mai} is my standard order. delicious irresistible morsels of plump prawn and pork revealed in its steaming glory.

to say that these are the best i've ever had, would be grossly patronising, but to have the liberty to top it with whatever pleases you, now that deserves the accompaniment of some champagne. today's crowning glory courtesy of @caviarcolony.
•••
siu mai
makes 20

egg wanton wrappers (get the round ones, i struggled a little with the edges of the square)
120g prawns, de-shelled
280g pork mince, the fattier the better
1 tsp soy sauce
1 tbsp chinese rice wine
1/2 tsp salt
2 tsp sugar
3 scallion stalks, just the base, finely minced
3 dried shiitake mushrooms

garnish: xo sauce + caviar if you're feeling like a baller.

soak your dried mushrooms in hot water for 20 mins. de-stem and slice the caps into tiny pieces.

mix the pork mince with soy sauce, chinese rice wine, salt and sugar in a bowl. using your fingers and rotating in a single direction till it starts to form a paste. chop your prawns into 1/2 cm pieces, toss that in with the minced pork, chopped scallions and mushrooms. it's a party. combine.

prepare your perforated wax paper by cutting holes in non-stick baking paper and mounting it into the bamboo steaming baskets. heat up water in your wok till it's at a rolling boil.

start filling your egg wrappers. you'll want to use your thumb and index finger to form an 'o' then using your middle finger as a base, push the meat mixture into the 'o', filling up the base edges to get an even package. it take practise but you'll eventually get the hang of it. 
top the dumplings with a little bit of xo sauce (optional) at this point. you can also top with chopped carrot or peas for colour. put the lid on and steam for 7 - 8 minutes.

top with @caviarcolony amur caviar, pop those piping-hot parcels into your mouth instantly. regret a little, hang your mouth open and commence eating with a 'humph'. so good.

#sskitchendisasters #fundamentallyflawedkitchen #food52
#caviarcolonysg #foodporn #stayhomewithascott",726,24,"['looks so good👍👍', 'Oh how I miss dimsum...', 'Omg i miss dim sum!!!!! This sure is the way to eat it!', 'Looks so yummy 😋', '😍😍😍', 'I’ve just eaten lunch and I’m hungry again 😂', 'Do a video! :)', 'Yesss all about that caviar life 🙌', 'i legitimately thought to myself, “wow which restaurant is this!!” before scrolling down....', 'the folding is quite impeccable HAHA😋😍', 'Looks@so goood!!', 'This looks so great 😻', 'Definitely beats any restaurant! 💖', '🙌🙌', 'So pretty! 😍']",,
273,14/06/2020,fundamentally_flawed,"it's saturday night. after one too many drinks, a quick snack is always a great idea. we're entertaining dammed thoughts of deep-fried, umami bomb and meat juices running down your chin. here's what i conjured from my pantry: magical tangzhong burger bun, prawn-head butter garlic aioli with lettuce and @cpfoodssg shrimp fillets tossed in the toaster oven for just 15 minutes. be right back. getting to know this one a little better.

burger bun recipe here: https://bit.ly/3hpiabg

#sskitchendisasters #fundamentallyflawedkitchen #food52 #comfortfood #weaccidentallyaburger",455,5,"['Looks delicious!', 'May I know where do u get the burger buns?', 'That brioche bun 😍😍']",,
274,13/06/2020,fundamentally_flawed,"keeping things unfamiliar is the best way to be rewarded with unexpected surprises. admittedly some not so pleasant at times but today's little experiment worked out just fine.

baked halibut on cauliflower puree

250g halibut (from @superseafoodsg)
half head of cauliflower (about 250 - 300g)
1 cup milk
scallions (2, including the white part)
1/2 red onion (sliced thinly)
1 tablespoon raisins
2 tablespoon red wine vinegar
salt and pepper
coriander, sliced
olive oil

preheat the oven to 150°c. coat the dish in olive oil and season with salt. bake the fish for 30 minutes. checking once the timer hits 25 minutes.

meanwhile, prepare your red onion dressing. slice up the red onion and mix with raisins and red wine vinegar. season with black pepper and set aside.

place your cut up cauliflower florets in a pot with milk and chopped up scallions. cook over medium heat for 15 minutes and blend it to give a smooth puree. season with salt and pepper and a shaving of nutmeg if you have.

plate up and enjoy whilst its hot!

#fundamentallyflawedkitchen #sskitchendisasters #food52 #stayhomewithascott #superseafoodsg",306,6,"['Love this - especially the onions macerated with raisins 😋😋', 'I love the passion and creativity that shine through the unique flavors @fundamentally_flawed had brought out from this recipe! 😍', 'Wow!', 'Plating game strong !']",,
275,13/06/2020,fundamentally_flawed,"eggs are the standard workhorses of breakfasts around the world. today i travel to 🇰🇷 korea with their ubiquitous street snack - gyeran-bbang - a savoury sweet treat that straddles the ranks of bread and pancake.

#cheonggyewonegg korean eggs fanned out over a simple batter to drive the korean roots deeper.

korean egg bread
makes 4 muffins

1/3 cup flour
2.5 tablespoon caster sugar
5/8  tsp baking powder
1/8 tsp salt
1 egg
40g milk
40g butter, melted
4 #cheonggyewonegg eggs
cheese (optional)
dried sage (optional)
black pepper
sea salt for the top

preheat your oven to 180°c. brush your muffin tins with butter.

sift the flour, caster sugar, baking powder and salt in a bowl. in another bowl, whisk the egg, milk, melted butter together.

combine the two of them, whisking to make sure there are no lumps. fill each muffin tin up to 1/3 full and break an individual egg over the top. at this stage, you might want to add sliced ham, cheese, sage, even bacon. whatever you've got the feels for this morning.

bake for 20 - 25 minutes. cool tray for 3-4 minutes and enjoy it while it's still warm.

#cheonggyewonegg #egg #coldchainsystem #fundamentallyflawedkitchen #food52 #sskitchendisasters #stayhomewithascott",725,10,"['Wow~~~ beautiful photos😍👍👍👍 wanna eat😋🙏🙏🙏', 'Superb😘👍👍👍👍👍👍', '😋👍🏼', 'Miss this Korean street food 👍', '🔥', 'wow, one of my fav korean street snacks. thanks for sharing!', 'interesting nutricious and simple. I shall try this one day. Thank you for sharing.💓', '😍😍😍', 'Ooo these look so cute!', 'can’t wait to try this recipe looks so good😍']",,
276,12/06/2020,fundamentally_flawed,"#sihansaydabaowhat friday night is a bit of an unorthodox choice, but sometimes, we gotta mix things up 🤟. so here's the 猪肚汤 (pigs stomach soup) from @tiefunwan, a robust, collagen-rich broth, packed with soul. it's acquired taste for sure, but if it's up your street, do not refrain from picking up your phone. let's talk about the ample serving of toothsome pig stomach slices and luan gu (soft bones), porcine comfort in every bite/slurp/inhalation -  making it the perfect rainy day soup. it is recommended you unleash the accompanying chili that comes with the pack, a major selling point in my humble opinion.

each bag ($15 and capable of feeding 2 comfortably) is vacuum sealed and can be kept for up to 7 days in the fridge.

#tiefunwan #sgunited #savefnbsg #stfoodtrending  #sgfoodies #burpple",294,7,"['I have not had these since our move back! Been racking around for a good recipe. This saves me from some stomach cleansing work 🤣', '@fundamentally_flawed love how u use the chopsticks to balance the spoonful of liao💯💯💯', '😻😻😻 PM us to order 😘😘😘', '🔥 For a rainy day like this today']",,
277,12/06/2020,fundamentally_flawed,"it's a thankless job sometimes cooking lunch on a workday for the family, and i wouldn't wish an elaborate recipe upon anyone's midday.

luckily i've got a few tricks up my sleeves when it comes to dealing with salmon fillets. quick and easy, the end product is still a show-off.

creamy salmon pasta
makes enough for 3

250g salmon fillet, skin-on (we got ours from @superseafoodsg)
2 cloves garlic finely chopped
1/2 onion, sliced thinly
1/2 cup milk
big knob of butter
200g dried pasta
1 tsp lemon juice

peas, spinach, optional

sear your salmon fillet, skin side down first. salt the fillet and cook for about 4 minutes on each side. set aside.

while the salmon is cooking, boil your pasta in salted waters for 7 - 8 minutes. drain and reserve a bit of the pasta water for later.

heat up some a splash of olive oil in a sauce pan. sauté your onion till soft and then add in the garlic and fry till slightly brown. pour in your milk and slide in the knob of butter. emulsify with 2 tablespoon of pasta water, the present thickeners in the pasta water forming some sterling relationships with whatever hot fat hanging out in your pan. let simmer a little while. add in the pasta and toss to coat. reintroduce your salmon, breaking it into smaller pieces and mixing it through the pasta. season to taste and serve hot.

#sskitchendisasters #burpple #stfoodtrending #fundamentallyflawedkitchen
#superseafoodsg",1050,14,"['Damn this looks yummy..', 'Milk?', 'Salmon looks super crispy on the outside, while soft, tender and flakey on the inside, finished with a silky, flavourful creamy sauce! 👏😍', 'Salmon is a bit tricky to do well with pasta.', 'Looks amazing 😍😍', 'Looks so good, salmon is now expensive in KL 😔', 'Men’s vote upside']",,
278,12/06/2020,fundamentally_flawed,"cheesy roll-ups for a gloomy morning. here's a food idea that i stumbled upon that the kids will not only love to eat but it's incredibly fun to make as well. designed to appeal to the little munchkins who love to pick out the crust on their grilled cheese sandwiches - even the adults will want in on these.

grilled cheese roll-ups

2 regular slices of loaf bread (this recipe doesn't discriminate against sunshine or gardenia 🤟)
cheese slices (i see thinly sliced greek  graviera cheese from @classicdelisg, but you can use gruyère, colby, muenster, etc)
butter and olive oil

using a small rolling pin, roll out the bread slices. really flattening them out. trim out the edges using a knife. roll the cheese within the slices and form tight scrolls.

warm your pan to medium heat with some butter and olive oil. place both your scrolls in the pan and slowly start to crispen them up. rotating them slowly so that they achieve even browning.

slice into tiny bites and serve. i would a nice passata alongside this for dipping but they are plenty good on its own.

#sskitchendisasters #fundamentallyflawedkitchen #food52 #stayhomewithascott #budgettendollars",488,15,"['Yummyyyyyy I still sometimes cut off the crust 🙊', ""Can't believe this recipe just requires gardenia bread haha"", 'I suspect this is better with Gardenia, anyway.', '🔥😍Yummy', 'Wooooo the cheese. Comfort food 🤤', 'Omg looks really easy to follow! Might do it for my breakfast or (supper) 🤭 one day!', 'Cheesy recipe are the best 🧀😋', 'Ouufff looks so good 😻😻']",,
279,11/06/2020,fundamentally_flawed,"i'm a little obsessive about keeping the random jars of condiments in my fridge to a bare minimum. who here thinks that that department is getting a little out of hand?

so when i received my order of korean flower clams from @superseafoodsg, i instinctively turned to my fridge for inspiration. sure i would have love to do a stir-fry with doubanjiang and garlic, unfortunately i was not about to adopt another bottle with little real estate to spare. so here's one recipe that i created on the fly and i could tell it hit the spot - just based on the fact that my dad was dredging vegetables through that sauce at the final leg.

miso stir-fry clam
makes enough for 3

500g clams
3 cloves garlic minced
2 chili padi, sliced thinly
4 stalks of scallions cut into 3 inch lengths
1 cm of ginger, cut into thin slices

1 tbsp white miso
1 tbsp chinese rice wine
1/2 tsp sugar
1 tsp tahini - courtesy of @mathieumusnier
2 tbsp water

mix up the sauce first in a bowl. set aside.

in a wok with some oil. toss in the ginger slices and fry till fragrant. the garlic goes in next and on medium high heat, fry till almost brown before adding in the chili padi. there will be lots of choking at this point but stay strong. add in your clams at this point and the sauce that you've set aside. toss gently to make sure all the clams are coated before putting a lid on and steaming for about a minute or so till most of the clams have opened up.

remove the lid. throw in the spring onion and toss through. once the sauce has thickened slightly, plate up.

#sskitchendisasters #fundamentallyflawedkitchen #seafooddiet #savefnbsg #superseafoodsg #food52",403,14,"['Hahahahaha! How much chilli padi did you use? ""There will be lots of choking."" Love it! 😂😍', 'Tahini. I would never have guessed it as an ingredient!', 'I ll drop you some magic dressings for you sooner or very soon 🙌', 'I know what you mean. I get all anal trying to rearrange all my condiments in the fridge as per height 😉. This looks great - tahini and miso 😋', 'Looks amazing 😋', 'Love flower clams !']",,
280,11/06/2020,fundamentally_flawed,"the number of chiffon cakes i've baked in my life can be counted with the fingers on my hands. it's daunting, i admit. as much as you write it off as just a tall airy cake and lightly fragrant, the path to achieving a great one is tainted with many booby traps. the intrepid in me is in love with the flavours and nostalgia. but refusing to clean up the mess of a failed attempt, i usually outsource this happiness.

one recent chiffon cake that i've been smitten with is @absolutefluffy 's super-xxl-sized-cloud-of-pandan-orgasm-in-the-mouth chiffon cake. picture this, your room pre-marie kondo state, then instead of having to throw away your favourite fluffy jersey from primary school days, you get to squirrel it away into a state-of-the-art, magic wardrobe. best part, it rolls snugly under your bed.

yes, it is both collapsible satisfaction and stowed-away secrets in every bite. //order details up on their social @absolutefluffy. ~~~
#sgunited #savefnbsg #chiffoncake #sihansaydabaowhat #absolutefluffy",1131,25,"['Everytime I see your ig I wanna eat everything you have 😩', '😍', 'Who can say no to this local classic!', 'Looks good! I think I have made more than you!! Maybe around 15 at least?? 😆', 'Gorgeous 💖💖', 'I love yr plates!', 'This looks absolutely flawless!! Its funny, i actually just made Chiffon Pandan a few days ago as well... just not posted yet...:) they are so good n fluffy, right?:)', 'Looks heavenly 😍😍', 'Thank you very much for the feature!!☺️', '😍', 'wow this looks amazing!! not a chiffon cake person but am so tempted now', 'Looks yummy 😋', 'Loving your caption! Really makes me crave for chiffon cake 🤤']",,
281,11/06/2020,fundamentally_flawed,"egg(s) in purgatory: you can almost feel the egg's frustration as it is left stranded in the bubbling seas of red tomato sauce.  pretty sure it was named by the catholic nuns to evoke fear of being a lost soul. and as morbid as my breakfast's name rolls off the tongue, it was mad delicious.

eggs in purgatory
makes for one lonely soul

1/2 cup chopped tomatoes
1 clove garlic, thinly sliced
extra virgin olive oil
salt and pepper to taste
grated parmesan
knob of butter
red pepper flakes
1/4 tsp dried sage
1 egg
sliced toasted bread (i used altamura bread from @braci.sg because i'm sticking to the 🇮🇹 theme)
•••
in a small skillet, heat up a swig of olive oil. scatter in your garlic and chili flakes. stir for about half a minute.

tip in your tomatoes, stir in the dried sage and let it come to a bubble. season to taste.  let it bubble for another 5 minutes. using a spatula, gently nudge a tiny indentation for the egg to sit in.

you can add in your butter at this point because just like any other sinful endeavour, it belongs in hell. 🔥😈 okay, where were we. crack your egg(s), sprinkle parmesan around the sides and bring the heat down to low. allow the egg(s) to gently poach for another 5 minutes, enough time for you to contemplate life and toast some bread.

remove from the heat, sprinkle over a little more parmesan if you wish. dig in.

#sskitchendisasters #fundamentallyflawedkitchen #eggsinpurgatory #cheonggyewonegg #food52",523,13,"['What a delicious looking breakfast 😍', 'Looks so yummy😍😘😋🍳👍👍👍', 'Hahaha looks yum!', 'Pinning this! Something definitely worth mopping all those artisan bread into.', 'I love the name! And your caption of it! Mad fan of you now ❤️', 'Love your rendition 😂 will definitely try this , looks delicious 😋', 'this looks amazing🤤', 'Bomb!! 😍']",,
282,10/06/2020,fundamentally_flawed,"i would like to think that the #circuitbreaker is making me a better cook for my future children. there are days that i picture kids wringing shredded cucumber out of their bowls or pushing vinegary chicken off their plates. then this dish comes along and blows things out of the water. kids, they are gonna love this.

chopped steaks and gravy on rice
makes enough for 1 hungry kid

150g ground beef
1 tablespoon soy sauce
1/2 tablespoon dark soy sauce
1 tablespoon ketchup
1 tsp garlic powder
1 tsp onion powder
salt and pepper to taste
1 cup sliced mushrooms (i used oyster)
1 small onion, sliced thinly
1 cup beef broth
oil
1 heaping tablespoon flour

heat oil in a skillet till hot. sear the beef patties for about 2 minutes in each side till a nice crust is formed. set aside on a plate.

in the same skillet, add the onions, mushrooms. sprinkle over the flour and stir it in, making sure to cook out the starches for about a minute.

add in the beef broth, ketchup and soy sauces and scrape out the brown bits from the bottom of the pan. reduce the heat to medium-low and simmer for about 5 minutes till thickened.

add the patty or patties back to the pan and simmer for 5 more minutes.

serve over white rice and i assure you, you've got a happy camper.

#sskitchendisasters #food52 #fundamentallyflawedkitchen #budgettendollars #stayhomewithascott #comfortfood",401,1,['@mathieumusnier .. Constant would love this.'],,
283,10/06/2020,fundamentally_flawed,"my fascination with eggs at breakkie continues with the taiwanese egg crepe roll or 蛋餅 dan bing.

it's a full 10 mins worth your time and effort. 🔝 look at dat. i think i just lit a fire under your ass. and the best part is, i've adjusted the recipe to make just one lonely egg crepe. no scrambling with excess batter.

蛋餅
makes one

3 tablespoon a.p flour
2 tsp cornstarch
pinch of salt
60g water
scallions, chopped (i did about 5)
1 egg, lightly whisked. make it 2, if you're an egg fanatic.
sesame oil for frying

dipping sauce
1 tsp spicy fermented bean paste
1 tsp soy sauce
i also added some chili oil in there. totally optional

give your sauce a stir. set aside.

whisk flour, salt and cornstarch together. whisk in the water a little at a time, making sure there are no lumps. chop your scallions into the mix using a pair of scissors. heat up your pan with some sesame oil on medium heat. whisk your egg in another bowl and set aside.

pour in all your batter at one shot and attempt to spread it out evenly by giving the pan a playful swirl. cook for half a minute until the pancake looks half cooked. pour over the egg mixture.

at this point, you're free to throw in cheese, tuna flakes and whatever you please into the mix. go crazy.

continue cooking till the egg looks set and the with the aid of a spatula and perhaps a pair of chopsticks, start to roll the pancake.

add a little more sesame oil to the pan. turn up the heat and try to crispen the rolled up pancakes on both sides. be sure not to overcook as the result can be quite tough if the egg scroll over stays its welcome on the pan.

slice up and serve with the dipping sauce.

#sskitchendisasters #budgettendollars #food52 #fundamentallyflawedkitchen",895,17,"['You just showed me how to make use of my sourdough discard tomorrow 😉', 'Super yum! Although it took me one hour with 3 crepes cos #slowpoke 😂', 'Look good yums 😋', 'This is one of my favorites 😍😍', 'I love this!! And you can consider add crispy pork floss from @hupchong 😜', 'Chill looks shiok man', '@deadly_breadli']",,
284,09/06/2020,fundamentally_flawed,"棒棒鸡 bang bang chicken or ::szechuan chinese chicken salad:: as i call it,  is the sort of dish you would imagine as a cold appetiser dish at a chinese family's super bowl party. salty, sweet, spicy and just a tad tangy from the sauces smothered over. it can be tossed together much earlier in the game, the blank canvas of chicken breast providing the perfect platform for the 怪味 ""strange flavour"" sauce to shine. its name is derived from the sound of the rolling pin bearing down as it flattens the poached chicken and paving the way for easy shredding. alternatively you can do it the good old fashioned way, with your finger tips if you're not one to favour the ruckus.

bang bang chicken (szechuan style)
makes enough for 4

a 225g chicken breast poached in 2 cups of water with 3 slices of ginger and 2 scallions knotted together (simmer on a rolling boil for 6 mins, turn off the heat and leave, covered in pot for 15 mins. remove from pot into ice bath)
1/2 cucumber (julienned) - i used a zucchini
1/2 cup chicken stock (reserved from the poaching chicken liquids earlier)
2 tablespoon light soy sauce
1/2 tablespoon dark soy sauce
2 tablespoon black vinegar
1 tablespoon chili oil + dried chili
1 tablespoon sugar
1 tablespoon sesame oil
2 tablespoon toasted sesame seeds
1 tsp sichuan peppercorns, grounded
1/2 tsp salt
2 scallions, chopped

poach your chicken as instructed above. shred or bang bang if you prefer.

lay your julienned cucumber on the bottom of the dish followes by the chicken shreds. prepare the sauce in a small pot, chicken stock, sugar, sauces, sesame oil, seeds and scallions. it's gonna look like a mad tasty party already.

pour over the chicken and cucumber. toss to coat when you're ready to eat. rice or cold noodles, it's all very complimentary and also perfect for the sweltering weather.

recipe adapted from the awesome folks at @thewoksoflife 🤟

#sskitchendisasters #vscofood #fundamentallyflawedkitchen #food52 #burpple #budgettendollars",619,17,"['Love it!! And so making it 😍😍', 'Omg I love the bowl!', '😘😋😘😋', '😍😍', 'I am craving this! What a lovely presentation!', 'Flagging this for roast chicken or chicken rice leftovers. Thank you!', 'Omg we love this dish!🤤', 'Beautiful!', 'This looks amazing! I am definitely making this over the weekend. Thank you for the inspiration!! 😬🙏🏻💯🙌🏻', '🤤🤤', '😋😋😋😋😋😍😍😍😍']",,
285,09/06/2020,fundamentally_flawed,"i've always been someone to have the perfect soundtrack for every moment in my life. from power runs to break ups to fried rice toss-ups - music amplifies emotions, drilling special moments deep into the memory banks.

now more than ever, i'm finding it hard to switch off entirely. and since i've been finding myself traipsing around the kitchen all too much, my mixed media follows suit. thank goodness for wireless earphones from swedish brand @sudio that introduces active noise cancellation to block out the relentless work banter from the rest of the family stuck at home. 30 hours of battery life too! no more battling earphone wires with doughy hands!

i'm currently listening to 'a taste of past' podcast on @castboxpodcast that touches on various topics from sustainable culinary travels to evolution of military rations and their influence on our diets. what are you guys tuning in to? let me know.

shop the new true wireless ett earphones now on www.sudio.com and use my discount code [fundamentallyflawed15] to enjoy 15% off.

#sudio #sudiomoments #food52 #fundamentallyflawedkitchen #sskitchendisasters",332,1,['Wow~ 😍 want to eat❤'],,
286,08/06/2020,fundamentally_flawed,"#sihansaydabaowhat this monday night and we have the sexy ::patty melt:: from @winervlt. // a gloriously fun natural wine bar, wine rvlt is the centerpiece of trend-seeking, food and drink obsessed singapore. the food menu is not to be ignored and during this #stayhome period, you should pick up the deeply flavourful patty melt - thoughtful packaging, fun piping tubes, buttered japanese milk toasts and gribiche of your dreams. this effortlessly tasty package comes together in under 20 minutes, and it flirts just as well with your visual appetite as it does with your taste buds.

if the photo doesn't convince you, i fear you might be dead inside. do you need this in your life? yes, you do.

#burpple #stfoodtrending #eyecandysorted #weaccidentallyaburger #burgersaremynemesis #food52 #sgfoodies #rvltathome",805,24,"['My favouritest sandwich of all time 😩', 'I’m Glad I’m not dead inside haha', 'That’s a really really good looking sandwich 😍', 'Looks super good!', '😋😋😋', 'OH MY GOD 😍', '😳', 'Looks delicious, but an awful lot of plastic for one sandwich.', '😍😍😋😋', 'why have you got me craving burger at 9am in the morning 🤧', 'What a fun takeout idea 😍']",,
287,08/06/2020,fundamentally_flawed,"solidly engineered kimchi from @lees_kimchi_sg finds a place in today's lunch menu - korean pork kimchi stir-fry. it is a mess of a dish; juicy strips of pork nicely balanced with gentle hits of acidity from the fermented cabbage. still slightly crunchy onions provide occasional respite from the rather 'soft' textural plight.

a dish that takes me back to my days of living in strathfield in sydney instantly. those were times of beer towers, late night fried chicken and cheap korean fringe trims. good times.

kimchi pork stir-fry
makes a mountain good to feed 4

300g thin sliced pork (you can use belly, i did the shabu shabu pork from @yakiniku_plaza)
400g kimchi
1 onion, sliced thinly
1 tablespoon red miso
1 tablespoon soy sauce
1 tsp paprika
1 tsp chili powder
1 tablespoon sugar
2 tablespoon of water
spring onions and sesame seeds for garnish

in a wok, fry up the pork in a little bit of oil. combine the red miso, soy sauce, chili powder and paprika to make a sauce. alternatively you can use a heaping tablespoon of gochujang if you have at home. add that to the wok with your kimchi and stir fry till 60% cooked. throw in your sliced onions and sugar and stir it a little. add some water to the pan and put the lid on for about 1 minute. fry for another minute and plate up. garnish with sesame seeds and spring onions and serve with white rice or lettuce leaves as wraps. from wok to the table in just under 6 minutes. what's not to like?

#sskitchendisasters #food52 #fundamentallyflawedkitchen #budgettendollars #stayhomewithascott",612,15,"['我要。', '😍😍😍👌', '我也要👍😋💕', 'Noice', 'Looks good', 'This looks 🤤🤤. How’s the kimchi - sour enough? I can’t seem to find a decent brand here...', '😍❤️😍', 'Yum', '🔥🔥🔥', 'All of your dishes look incredible!']",,
288,08/06/2020,fundamentally_flawed,"while attempting to empty the fridge yesterday, i conceived an anything-but-the-kitchen-sink swiss roll. it's a scratchy list of things that tried to make their debut on there: salted caramel, butterscotch sauce, lingonberry jam and gianduja spread - bits and bobs from deliveries past. whatever it is, the red carpet of spreads turned out glorious. hip hip hooray!

easy-peasy swiss roll
requires one 13 x 9 inch pan

70g plain flour
13g cornstarch
1/4 tsp baking powder
3 large eggs (i used the awesome #cheonggyewonegg ones) - seperated
80g caster sugar
2.5 tablespoon vegetable oil
2 tablespoon milk

filling - raid your fridge

preheat your oven to 180°c. line a rectangle pan 9 x 13 inch with baking paper. let the sides stick out.

sift the flour, cornstarch and baking powder into a bowl.

in your mixing bowl, whisk yolks, oil and milk with 40g caster sugar till light and fluffy. it will take about 6 minutes on the highest speed to achieve pale yellow state.

fold in the flour mixture gently till there are no visible lumps.

using a clean bowl, whisk the whites and 40g of sugar till stiff peaks.

fold in the whites into the yolk mixture in 3 parts. gently please. it is okay to see streaks of whites at this point. continue till you get a homogeneous mix. light and airy

spread it out on your lined baking pan, making sure it's as even as you possible master (we're not perfect). give it a light tap on a flat surface to expel the large bubbles. place the tray on a larger tray with a cup of water poured in and bake that for 15 minutes.

remove the cake from the oven once 15 minutes is over. pry at the overhangs and flip out on to a new baking paper almost immediately. slice off the edges. spread whatever you want on the underside and proceed to roll up tightly with the aid of the baking paper. allow to cool in its wrapped state for 15 minutes before slicing and eating.

#sskitchendisasters #fundamentallyflawedkitchen #food52 #stayhomewithascott #budgettendollars",595,10,"['Yummy yummy😘 awesome! just $10😍😍😍', 'Delicious Roll Cake😘🙏', '👍👍👍', 'Any ready made? 😆😆', 'Awesome pix', 'Amazing shot']",,
