timestamp,Username,caption,no. of likes,no. of comments,comments,food1
28/6/2020,ieatishootipost,"Having a lovely meal at Chaoniu Beef hotpot. It’s the kid’s first time here and they are loving it! The signature beef soup is superb and the hang beaten beef balls are excellent! Plus the service staff are prompt and friendly. http://bit.ly/ieatChaoniu. So far, I think this is the only place in Singapore that sells Chaoshan Beef Hotpot.",756,10,"['@kaliskoh @eugeneangph supper soon?', '@tokthefp @ashmom1229', 'Wanna hotpot? @valeriegrey', '@triciawonggg @phalseimpressions @exarhimself let’s go', 'Thank you for supporting us 🙌. Looking forward to your next visit :)']",
28/6/2020,ieatishootipost,"My kitchen experiment today is a curry chicken Foccacia. The base is the same as my pan pizza base http://bit.ly/ieatPanPizza. I topped it with chicken marinated with curry paste, mozzarella cheese, tomatoes and curry leaves. I was quite happy with the Foccacia itself but I don’t think the curry chicken works. Better to just make a standard Foccacia and dip it into curry chicken.",700,9,"['Good day everyone don’t throw away your old money (coin or note) bring all to me and make a huge amount of money from your old items Malaysia 🇲🇾,Brunei , Singapore 🇸🇬 Jordan 🇯🇴 China 🇨🇳 with ALMIGHTY ALLAH everything is possible 💯💯💯', ""Quite interested to hear how you incorporated the curry flavour into the dough? Liquid ingredients don't seem to work too well in bread recipes"", 'Looks quite dry and the curry didn’t blend in well ?', 'looks yummy! do you mind sharing recipe ?', 'Curry chicken? Idea!!! 🤤', '🔥👏❤️😍', '@ieatishootipost foccacia recipe pls?', 'looks delish', 'Now I am hungry 😢😢']",
27/6/2020,ieatishootipost,"So good to be able to eat out with the family! We had our Wagyu steaks at Bizen today. The Delmonico cut is very good! Delmonico is cut from the chuck and is basically the section just before it becomes the ribeye, so you get almost a ribeye but it’s cheaper since it is still considered a chuck steak. They have changed the sides since I wrote about them http://bit.ly/ieatBizen.  Now all the steaks come with two sides. The onion rings, corn, udon, rice were very good. The Wagyu cutlet and curry I can’t recommend.",632,10,"['😋😋😋', '@_msyahmii', '@ellechuvichien OMG 😍 Shall we?', '🔥👏❤️😍', '💪💪💪', '@shirleennn', ""It's a place with great value and one of the restaurants (in this case at least the concept) we should support to keep it going. I personally recommend the tri tip when it is available. 👍👍👍""]",
26/6/2020,ieatishootipost,"Just finish shooting my detailed Sio bak recipe. I have noticed quite a few of our readers have tried the recipe, but some of the finer details of each step was not fully appreciated and so the Sio bak didn’t quite come out like mine. In this latest video, I will take you step by step through the whole process so you can make a Sio bak which is juicy in the inside with a skin which shatters like Keropok! Coming soon! http://bit.ly/ieatSioBakRecipeII",1179,16,"[""A’Salam I’m an international old money collector so I need to know do you have old money Tembaga, duit syiling lama, nota lama, setem, duit syiling, cincin dan batu antik available for sale TQ. ✅10k 🇲🇾\n✅10k 🇸🇬\n✅10k 🇧🇳\n✅10k 🇨🇳\nMake your money now !!!\nI'm from PCGS company\n💰💰💰💰💰💰"", '@ieatishootipost dr tay is there a secret to get the meat remain flat?', 'Drooling 😍😋', '@eelance', '😍', 'Lol I thought I read. I roast. I shoot. I post.', '❤️👌', 'Looks amazing and drooling over that crispy layer 🤤🤤🤤', ""The link doesn't work"", 'Magic❤️', 'Your siobak looks tasty and crispy.', 'not only that is a perfect roast. the meat chosen is so even that of lean fat balance. rich moist juice makes you want a bite and enjoy the crackling skin. eat to experience it all.', 'Looks devilish crispy and juicy👍', '🔥👏😍']",
25/6/2020,ieatishootipost,"I had started working with Big Fish Small Fish prior to circuit breaker to create an affordable fish and chips experience where you can get a good variety of fish fried in a thin and crisp batter. I like them because they are one of the few places where you get to choose from a range of fish like Haddock, Halibut, Hoki, Salmon, Dory, Seabass etc.

With the gradual lifting of the CB, you can finally head down to experience the menu! Read my review and find out which is my favorite fish here: https://bit.ly/ieatbigifshsmallfish

Big Fish Small Fish is at 5 locations around Singapore: 
Punggol container Park, Tampines Mall, Northpoint City, JCube & Bugis Junction

#sp #bigfishsmallfishsg #fishandchips #fishandchipssg @bigfishsmallfishsg",1030,36,"[""@helloariel.jpg let's go give them a try when we're at bugis area !! 🙈"", 'Docter is this restaurant Halal cert...?', '@yook_fong', 'Great recommendations to the restaurant! :)', '@dukehongjin fish fish', ""Nice that they included mushy peas which makes more 'brit' ;)"", 'What type of white fish would you recommend for baking?', 'The fish and chips are really good!!', '@saraah__loh', 'Thanks dr Leslie 😋👍🏼 definitely will try their fish&chips!', '@ace_huang @huey_wen our next fish and chips 🤤', 'Where’s this place', '😍😍😍', 'I really like their crisps alot', 'Looks great, will give it a try and see how it compares to back home in the UK. Great move on getting proper chips on the menu! Glad to see mushy peas too. HAL-I-BOOT will be my first order! 😀', '@kryptonitecel', 'They got new sides @nathaliewjw', '@lianwah Feel like eating this!', '❤️', 'Not too sure if halibut is a good option for fish and chips...', 'I love their crisps! Don’t take it away! And I’m glad the sauces managed to stay!!', '@mikecwk worth another go?', 'Thank you for the great recommendation!', 'Something different to look forward to when next in Singapore.👍']",
23/6/2020,ieatishootipost,Made tea smoked salmon for dinner today! Very easy to do and so delicious!  I am planning to shoot a recipe video soon!,1676,34,"['So enticing 🤤🤤🤤', '😋', 'Look forward to watch how to make the tea smoke salmon soon 👌👍', 'Waiting too!', 'Wah sounds unique 😍', 'I tot is kong bak', 'Yum 😋', 'Looking forward to it', 'Can’t wait 👍👏👏👏', 'Please share 👍🏻😋', '@rayrumdrop', 'Sounds amazing! Please do! Looking forward🤤', '❤️🔥🔥😍', 'Looking forward', 'Looking forward for your receipt.👏', 'Looking fwd to your video recipe post 🙌🏻👏🏻', 'Yummy! Please share.😋', ""Omgosh!!!!!!! What a good idea! Thank you for the inspiration. Can't wait to smoke mine"", 'Looking forward to learn from your videos.', 'Looking forward to learn..looks yum!', 'Initially we tot it was a huge slab of pork belly. Looks awesome 👏', 'Love this!!! 🖤🖤', 'wow looks so delicious', 'Can’t wait']",
23/6/2020,ieatishootipost,"Just picked up my Nonya Zhangs from D’Bun. They are lovely. The ratio of rice to filling is just right and the rice is nice and soft but still keeps its shape well. The filling is also very nice, though I would have like more pieces of winter melon in it. Their paus are still good though I think they were a little juicier (and bigger) in the past. The skin is still moist and tender. http://bit.ly/ieatDbun",808,18,"[""Hello my brother's and sisters in ISLAM am the international online money collector am here to inform you that if you have any old Malaysia Bruine Or Singerpol old items just text me up am open for business 🤝🤝🤝🤝🤝🤝🤝🤝MY ALLAH IS GREAT √√√√√√√√√√√√"", 'Love the color! I had a colleague who always joked about the color and called them as ""Dynamo"" bah zhangs', 'I have no idea in trading but with the help of @official_michael_d_daniels I have 0.9btc in a week which is worth $8,670 thank you @official_michael_d_daniels', 'Already out of stock..all the zhangs..🙄', 'How much it it please?  Some sellers increase price by 3 times these few days.', 'I make my own nyonya chang with cekur, winter melon n peanuts. And because I like winter melon, I add even more', 'Looks really delicious❤️', 'Looks good', 'I cashout weekly through the help of Mr Michael DM @official_michael_d_daniels', 'yum love the blue rice😋', 'Yes! The nonya dumplings are soooo good!', 'Their Bluepea Nonya Zhang is very fragrant, Big Bao not so good, mini-CharSiew Bao is nice too ($1 a mouthful)', '😱😋👍', '我吃過最好吃的肉粽、娘惹粽😍']",
21/6/2020,ieatishootipost,"Since it’s Father’s Day, the family agreed to make a trip to Sin Ming for prata. http://bit.ly/ieatAzizPrata. But as it turns out, phase 2 is still not the best time to eat at a coffeeshop! There were not enough tables available and the queue was super long! 
We ended up at the nearby Cafe Zeppin http://bit.ly/iEatSinMing which was still quiet as this is the first time they are opened on Sunday. They surprised me with a nice cup of cappuccino with a face on it (I think it’s supposed to be me!) with the words “Super Hero” on it. Nice touch! I would like to share it with all my fellow Father’s out there! Continue to be a Super Hero for your family! 
There wasn’t much of a choice for brunch so we ended up with their Lu  Rou fan and other small bites! Now that they are opened on Sunday, they will be rolling out a brunch menu in the coming weeks. It’s a cozy little cafe and we always wnjoy the hospitality of the lao ban niang (Phoebe) there! Just looking forward to simple things like French toast, bacon, sausage, eggs and pancakes! For lunch and dinner, the lu rou fan and seafood soup are very good. They import their own soy sauce from Taiwan for authenticity.",689,4,"['Clever❤️', '👏❤️🔥😍', 'Happy Father’s day 🙏🏽', '㊗️Good Morning ☕️ 新周愉快！']",
18/6/2020,ieatishootipost,Who else makes sweet and sour pork at home? It’s probably one of my top three favorite dishes to have at home with rice!  Here’s my recipe in case you want to make it:  http://bit.ly/ieatSweetSourPorkII,1963,32,"['🤤my fave', '🤤🤤🤤', 'Ko lo bak 😍', '👏', 'Omg I can actually taste it!!', '@jocelynlcy', 'Me 🙋🏻\u200d♀️', 'Looks really good! Thanks!', 'The recipe link not working😢', 'Lovely sweet and sour pork professionally cooked... oooolala❤️👏', 'Well formed and constituted pork in flour fried then lathered in shiny sweet sour sauce.... magic❤️🔥', '😋yummy!', 'Feel like eating @vincentkkkkk', ""What to do with the frying oil afterwards? (Both the reason and the result for I don't fry things often)"", '@twogingerhopper', 'i love this dish!💕', '🤚', 'I’ll check it out!', 'PM me back if you have old 🇲🇾Malaysian, Dubai, UAE, Singapore,Brunei,China coin or note for sale!!!! The open price per pieces is 10,000', 'Typical food to fool the ang mo😄', 'yummy ... not cooking it for so long as it needs deep fried', 'Look good ❤️ @inves.bareng follow for free endorse your business', '❤️Beautiful dish', 'mmmm that saucy chicken looks amazing 😍']",
16/6/2020,ieatishootipost,"Here are the Special Father's Day sets from Peach Garden in case you are planning for something special this Sunday.  We have a special 10% discount promocode: <ieatishootipost10> for you if you order on 16 & 17 June here- https://bit.ly/ieatpeachgarden

I got to try all the dishes in both sets and they are very good, which can be expected of Peach Garden.  The highlights for me were the Chilli Crabs.  The crabs were large and solid and the chilli sauce was very well balanced without being too spicy.  It was the best Chilli Crabs I have had in recent memory.  The Braised Soon Hock with crispy pork was also excellent. The fish was substantial and the sauce was shiok.  I also liked both the Peking Duck and Crispy London Duck with dang gui sauce. The sets come with 5 main dishes and you also get to choose 3 complimentary items like a bottle of red wine, longevity buns, orh nee, Asparagus with Scallops etc.  They arrived in insulated red bags which was very impressive and one of the dishes also came in a claypot! 
Don't wait to the last minute to order.  They currently have FREE delivery island-wide. 
You may also call to order with the 10% promocode <ieatishootipost10> at any of their branches:
PG @ OCBC Centre: 6535 7833
PG @ Thomson Plaza: 6451 3233
PG @ Hotel Miramar: 6736 3833
PG @ The Metropolis: 6334 7833
PG @ Chinatown Point: 6702 0603

Remember that the promocode is valid on 16 & 17 June only so mai tu liao!
#sp @peachgardensg",811,4,"['😱omg', '👏🔥❤️', 'Are you interested in/ Binary/ forex option Trade(trading in binary and bitcion mining has really helped a lot of people reach their financial dreams and has made more people reach their various business aims and goal). Invest with a trusted account manager and earn huge profits in a period 7 days. 1>Get your trading account well managed 100%with the latest trading software 85% to 95% accurate 2> investment is 100% safe 3>payout assured 100% contact me invest $500 earn 10,800 weekly investment of $400 can earn you $5000 in one week so kindly invest and earn good profits everyday $400 gives $5000 in 1 week $500 gives $10,800 in 1 week $1,000 gives $22,500 in 1 week $1,600 gives $27,500 in 1 week $2,000 gives $35,000 in 1 week $3,500 gives $44,000 in 1 week $5,000 gives $75,000 in 1 week You can kindly inbox me if interested. no risk involved 100% safe.', 'I receive my payouts without delay of payment and any attachments of fee, now I can start making more money with the help of Mrs @btrade_michelle_calil']",
15/6/2020,ieatishootipost,"Chef Thomas of Botan Japanese restaurant is doing a sushi omakase at $32 per pax! You get your sushi/sashimi fix together with starters, jumbo prawn tempura, Hokkaido Beef rice and Salmon belly mentaiko! Here’s my review https://bit.ly/ieatBotan

Omakase Special set for 4 pax (original price $230) from now till 30th June 2020. 
Special Promo Price
Self collect : $128
Delivery : $ 142

Signature Pitan Tofu x 4 
Signature Ebi Tempura 
Salmon belly sashimi 15pcs
Sushi Moriawase 30pcs sushi and maki
Signature Snow Beef Don
Salmon belly mentaiko Don

WhatsApp 92715004 to order.
#Mediadrop",476,6,"['What great value for money!', '@live2eatlovelaugh @edwin_soh', '@rayrumdrop wow', '👍👍👍', '😋😋😋😃', '😘😘😘That’s a good deal . @britneytan']",
14/6/2020,ieatishootipost,"Very productive day in the kitchen today! I singlehandedly cooked Ayam Buah Keluak, Babi Assam and Prawn Sambal Bostador! 
How was I able to do this? The secret is that all the ingredients came ready packed as a DIY kit from Eurasian restaurant, Quentin’s. http://bit.ly/ieatQuentins

The buah keluak was already soaked and cracked opened! It really saved me the effort of going down to Tekka market a week ahead to buy and soak the buah keluak and then cracking them open one at a time. The sambal was already made and the lemongrass and shallots are sliced and portioned exactly! Even the chicken was already chopped to the right size! All I needed to do was the final step of putting everything together! 
All three dishes were well proportioned and the ingredients were good quality. I didn’t need to add anything else except a little sugar to balance out the sourness of the Assam and all three dishes were delicious! 
Do check out their cooking kits here! https://bit.ly/ieatquentinskits

Quentin’s is one of the last Eurasian restaurants around preserving our least understood  Heritage cuisine! So please support! @quentinssg 
#mediadrop",1055,18,"['😋', '👏🏻👏🏻👏🏻 that’s a lot of work!', 'I will never understand any restaurant’s DIY kits....', 'Looks awesome!', 'A restaurant with great ambience and they have a kids’ toy room too! 👍', '😋👍🏻', '@amandacylau Have u tried? Lol', 'How many buah keluak in a pack? For how many pax?', 'Looks soooo good!👍🏽👍🏽👍🏽👍🏽', 'Their food is excellent!❤️', 'All the dishes looks amazing! 😍', '👍👍', 'omg looks so good 😭', '😍', 'Interesting. Thanks!', '❤️']",
14/6/2020,ieatishootipost,"Lunch today is from our friends at Diamond Kitchen. I wrote about these passionate Gen Y Zi Charpreneurs a few years back. http://bit.ly/ieatdiamondkitchen. 
Their food is very good quality and they still go to buy the seafood from Jurong fishery port themselves 3 times a week to ensure freshness and quality.  They currently have a crab promo. 3x500g crabs cooked in any style for $49.90 which is about the price that I pay for crabs at the market! I tried several flavours and I like their black pepper the best. The crabs are quite solid. They are also having a promo on their whole seabass at $12.90 per fish. I also liked their beef hor fun which has the requisite wok hei. Their signature is their lala beehoon which has the sweetness of clam jus in it. It could have been better if the beehoon was more charred. Overall it was a very good meal! 
Check out their menu here: https://bit.ly/ieatdiamonmenu
WhatsApp: +65 96627600

#mediadrop",963,23,"['🤤', '..', '@hippo_zi', 'WOW😍😍😍', 'Crabilious❤️❤️', 'Order n they deliver to yr door steps?', '😍', 'Wah the crabs look amazing', 'Thank you for the support and review Dr Leslie!', 'Wow! The crabs looking yummy! Saliva coming out.', '@cindylarva so cheap!', 'Invest your BTC with @official_michael_d_daniels  it’s lexciting how the possibilities come through contact him @official_michael_d_daniels', '@charlynnnlow', ""Trading is a sensitive part of investment sector and doesn't take more than you gain if you lack experience it's advisable to seek professional help from @btrade_michelle_calil"", '@xina_ss', 'Wow yum! 😍', '🔥👏❤️', 'The crab promotion is only for min order $80 for other dishes?', 'Wow the crabs are really cheap']",
13/6/2020,ieatishootipost,This is a “Paris Singapour”. It’s Chef Julien Royer’s tribute to our local flavours by using a kaya infused cream to fill a classic Paris Brest. Good to see French Chefs localizing their dishes here! #odetteathome @odetterestaurant @chef_julien  Do check out their home delivery menu if you are after something special! It’s only during crazy times like these that you get the chance to try the kind of food that Michelin Star Chefs cook for their families!,694,6,"['wow!!', 'Omg @itestandtaste 🤤', 'Odette has the best pastries and desserts!!', '👏 a great creation indeed👍', '👏😀', '🙏🙏🙏']",
13/6/2020,ieatishootipost,"Ever tried making Mee Pok Tar at home? I think many have tried making it like how the hawkers do it and have given up because it really is not practical to cook one bowl at a time for a family of five!

In this video, I show you how to make Mee Pok Tar for sharing just like how you would with spaghetti bolognese! To make it really authentic, I am using ingredients from Li Xin Teochew Fishball noodles whcih you can order directly from: https://bit.ly/ieatlixinnoodles

Their fishballs are made with pure yellowtail fish and has that texture that is very different from the fishballs you buy from the supermarket. Their her giao and fish rolls are still being made by hand. You can also order ready made pork lard and chilli which are very good quality and only $4 for a big tub. It really is cheaper than making myself! 
#sp @lixinfishball",1026,20,"['👍👍👍👍👍', 'Hello 👋. 👍🏼👍🏼👍🏼', 'Good Morning Leslie ☕️ Wow🤩 wanna tar tar wan Mee Pok 👌yummy yummy 😋 thank you 😊', '@genyan MAKE FOR ME! my favourite lixin fishball noodles!!!!!!!!!!!', '@christinedantan', 'looks yummy!!!!', 'Yummy our fav thing to eat in Singapore 😍', 'ThkQ for sharing👍👏🙏', 'Mouth watering doc', 'Lixin fishball noodles are my favorite. Taste so good. Pls try!', '@justin_link DIY Lixin noodles', 'Can they deliver to the US? 😅', '👍', '🤗', '👏', 'U need to blanch the noodle with cold running water after you drained them out from boiling pot. So it will not lump together when mixed with the sambal chilli sauce.']",
12/6/2020,ieatishootipost,"Been busy experimenting with new recipes. This is one that I am working on, a Flammenkeuche aka Tarte Flambee. It’s a crispy thin “pizza” from the Alsace region of France which borders Germany. In Germany it’s called a Flammkuchen. It’s very versatile and you can top it with almost anything you like. Good for those who like thin and crispy pizza.  What toppings would you suggest?",648,23,"['I recently did one with mushroom Truffle Spread, crispy bacon, cherry tomatoes, fresh thyme, capsicum and pickled onions. Delish!', 'Creme fraiche Bacon and onion', 'Prawn/ Crab/ Lobster!', 'Mushrooms, cheese 😋', 'The pizza dough is it using sourdough or yeast?', 'Mushroom pineapple cheese 😂🤭', '💎#Hermes名媛特供💎#Hermes法国定制👉➕VX：Kitty138138', '💎#Hermes名媛特供💎#Hermes法国定制👉➕VX：Kitty138138', 'ZGood day everyone don’t throw away your old money (coin or note) bring all to me and make a huge amount of money from your old items Malaysia 🇲🇾,Brunei , Singapore 🇸🇬 Jordan 🇯🇴 China 🇨🇳 with ALMIGHTY ALLAH everything is possible 💯💯💯', 'Sweet flammenkeuche please! Banana and chocolate shavings!! 🥳🥳', ""Hello do you plan sell antiques vintage coins or notes of any year, gold statue and some more? I'm definitely ready to buy from you! send a message now."", 'Pulled pork and blue cheese with caramelised onions', 'Good day everyone don’t throw away your old money (coin or note) bring all to me and make a huge amount of money from your old items Malaysia 🇲🇾,Brunei , Singapore 🇸🇬 Jordan 🇯🇴 China 🇨🇳 with ALMIGHTY ALLAH everything is possible 💯💯💯', 'Is it same as galette?', 'Make it traditional with Creme fraiche / bacon and onions!', 'Usually I ( live in Germany) stick to the classic Flammkuchen with bacon, Crème fraîche ( or sour cream) onion & sprinkled with finely chopped chives. The other option will be smoked salmon , Crème fraîche , onion & sprinkled with rocket salad. 😊', 'Has to be onions and Black Forest smoked ham! ;)', 'Chilli crab!', 'Pls dont tell me that you actually put crabstick on it. Lol', 'Brie and truffle', ""I started using sundried tomatoes pasta sauce n also sundried tomatoes on our homemade pizzas n diced pancetta on top of the usual ingredients eg onion ham capsicums mushrooms n lotsa mozarella. The intense flavors is awesome n I won't be using fresh tomatoes or even tomato paste anymore."", 'I thought it was a laksa pizza', 'this is the first time Im hearing of this dish!! thank you for sharing😍😍']",
10/6/2020,ieatishootipost,"Our Hainanese pioneers really hit upon something special when they used crushed cream crackers to coat their pork chops. The crackers give an extra dimension of toasty flavour to the pork chops that make them really irresistible! We used pork collar instead of pork loin today and it really gave it a nice chewy and juicy bite! Here’s the recipe: http://bit.ly/ieatPorkChops. NB if you want to use the air fryer, you need to spray some oil to your crushed crackers and toast them slightly first before coating the pork. Then air fry or oven bake them. It will work as well!",693,9,"[""I'm old money collector and I just wanna informed you to PM me back If you have old🇲🇾 Malaysian, Dubai, UAE, Singapore, Brunei,china coin or note for sell!!!! the open price per pieces is 10,000"", 'Marinating the pork in pineapple pulp makes the pork goes from good to wah lao eh, hao jiak!!', 'Delish', 'I buy old MAL 🇲🇾(coins$ notes)10kkmyr per☝️\nold Sin🇸🇬(coins$note)10ksgd per☝️OLD BRU🇧🇳(coins$notes)10ksgd per☝️ YA ALLAH 🙏🙏🙏✅✅✅✅$$$$$$$$$$$', 'Looking forward to see you sharing Hainanese curry recipe too since pork chop always have to go with curry! 😍', 'We can hear the crisp from here 🤤', 'I was the one doing the pounding of the cream crackers when I was young. But I like the pork loin slices to be think and with the cream cracker coating, the pork slices will turn out to be 肉餅after deep frying. Shiok and tasty!', 'This is a good dinner idea! Yum! 🤤', 'As a Hainanese, we have to say that your Pork Chop looks great. Did you beat it to the right thickness? 👍']",
9/6/2020,ieatishootipost,"My Pau quest continues! Today’s Pau come from Mdm Ling Bakery http://bit.ly/ieatMdmLing which is another place recommended by our readers. Those of you who love Tau Sar Pau would immediately recognize this style of Tau Sar Pau made famous by Forty Hands. Since they were introduced years back, these paus have been popping up in Singapore in various places. They are actually imported from JB and they are recognized by their distinctive flat disc shape and smooth tau sar. At 6 for $7.90, they actually cost more than our local variety but no one is complaining as they are less than half the price of the ones sold at the cafe!

I think they are nice but to be honest, these paus have never really blown me away. However, the skin is light and fluffy and their 8 hr slow cooked, de-hulled tau sar is smooth and not too sweet. I have always been prejudiced by their factory made look, but they do stand out as a tau sar pau which is easily recognizable. Sadly, our local tau sar pau are all pretty generic except for perhaps the ones at Joo Huat  http://bit.ly/ieatJooHuatPau who still make their own tau sar. Their Liu Sar paus are also quite nice, albeit also looking very factory made. The salted egg custard is runny and quite nice. 
They are available online and Mdm Ling Bakery also import cookies from Malaysia which you might like to check out at their website.

#mediadrop",1005,21,"['U should try the handmade tau SAR bao at Holland drive market. Superb!', '@dianabek', ""Enjoy reading your reviews. TSP is usually not my thing because it's just one lump of sweet stuffing. must say though amongst their pau offerings, the TSP stand out. wasn't too convinced when i received them, but i'm a convert with the less sweet n molten filling."", 'Everyone’s crazy about @mdmlingbakery 😍', 'Please can you figure out how to make this pau dough', 'I cannot forgot how those tsp with super runny and abundant taosar that we grew up with. Most of them only appear during 初一 or 十五。I can’t find them anymore.', 'Looks good', 'All you need are some googly eyes to make them paus smile 🤣', 'Almost all modern pau makers use bleached flour. The pau remained white for hours in the steamers. Classic hainanese pau using just unbleached all purpose flour still taste superior if done properly', 'Pls do a pau comparison review when you feel that you are done with the hunt :)', 'True. It’s not great, just decent Tau sar pau. Still searching for better ones.', 'Never try before. Somehow it did not interest me maybe due to the flat shape. Prefer Bao skin to be q and cannot stick to the teeth.', 'Guess I’m too used to our local Tau Sa Baos and Japanese Red Bean Paste that I didn’t really like their version - especially the filling. It was velvety in texture but lack flavour. The bao itself is soft and fluffy. I didn’t enjoy the salted egg custard buns, tasted too artificial.', 'Can buy in Malaysia JB', 'Miss the days we can eat Pau in the dim sum shop with a pot of tea 😢', '👍🏼', 'yummy😋', 'I agree. Nice but not blown away.', 'look delicious ❤️', '😋😋😋', 'the salted egg custard looks delicious 😍']",
7/6/2020,ieatishootipost,Happy with my butter cake today! The texture has come out light and fluffy! Now to work on intensifying the buttery flavour!,1067,18,"['is tis call 奶油糕 in Mandarin?', ""Wow it sure looks fluffy. I've been avoiding pound/butter cakes because of the heavy crumb. Please do share your recipe with us when you're ready 🤤"", 'What did you do differently with this one?', 'looksss v good!! drooling!! 😋', 'Looks so yummy😉😋😆💕💕', 'V nice crumbs! Looking forward to your sharing.', 'Woahhhh... pls share recipe. Thanks 😘', '👍', 'So what butter (brand) did u use?', 'Maybe use brown butter? 😊', 'Fluffy', 'You can do a bake sale for charity, gonna support!', 'Looks soft and nice! I wanna eat it😍😍😍😍😍😍🔥🔥🔥', 'looks yummy! hope to try your recipe😍', 'Like that yellow colour!!', 'Look delicious👍']",
5/6/2020,ieatishootipost,Tabao roast chicken and charsiu rice from Nan Xiang at Tanjong Katong.  For $5 I got a chicken thigh and chuncky slices of charsiu on fragrant chicken rice. Real old school flavour! http://bit.ly/ieatNanXiang.,1021,11,"['Maybe use a reusable box next time?', 'This place is so good! ❤️', 'My favourite!', 'I have a recommendation on a cheap and good chicken rice. \n703 Hougang Ave 2, Block 703, Singapore 530703\nhttps://maps.app.goo.gl/MYN1kxvoBK7C5iWR7', 'Hope his business did not get affected too much. Been a year since I went there. Frequent customer !', '❤️❤️', 'Wow! 😋🤤', '🤤🤤🤤 @chrisyuchen', '🙌']",
29/6/2020,ieatishootipost,"Pork jowl meat really makes for excellent charsiu! Better than bu jian tian I reckon! The meat is sublimely tender,  bouncy and juicy at the same time!! I used my standard charsiu recipe but omitted the brining this time round and it still turned out very well! http://bit.ly/ieatCharsiuRecipe",1625,37,"['I buy old  money collector I buy old UAE ???? ????MYR <10k> per one ? ????SGD <10k> per one ? ????BRU <10k> per one ? ????CH or any country coin and note.\r\nPm me!!', 'Http://bit.ly/ieatcharsiuRecipe', 'Pork jowl is the best', 'Where do you buy the pork jowl? It’s seems like only bu jian tian is available at the wet markets', '🤩 looks so yummy!', 'What a creative use of pork cheeks. I have just had a quick look at the respective recipe. This is next level up. A high bar indeed!', 'Which part is the bujiantian and which is jowl meat... goodness.. I have only been told that the collar is best for char siew... I would like to try the jowl..but dunno how to tell the butcher', 'Where do you buy the pork Jowl?', 'I use pork jowl for almost all of my dishes.', ""I have iberico pork jowl in the fridge i wonder if it's gonna work with this recipe.."", 'I fully agreed with Dr Leslie 👍', 'Hey doc , where can you get the pork jowl from ?', '@maylohll found ur perfect cut', 'The link does not work 😊', '💯💖👍 so much of work!! but totally worth', 'Yum, not a dry spot anywhere 😋', 'have been using your original char siew recipe & it’s truly the best. came to know about how charcoal oil can change the flavour so much!', '👍', 'Can you please give us the link.', '@stevetay', 'wow, look so😋😋', 'Must try must try', 'You are the best!!!', '😍💯']",
28/6/2020,ieatishootipost,"Having a lovely meal at Chaoniu Beef hotpot. It’s the kid’s first time here and they are loving it! The signature beef soup is superb and the hang beaten beef balls are excellent! Plus the service staff are prompt and friendly. http://bit.ly/ieatChaoniu. So far, I think this is the only place in Singapore that sells Chaoshan Beef Hotpot.",756,10,"['@kaliskoh @eugeneangph supper soon?', '@tokthefp @ashmom1229', 'Wanna hotpot? @valeriegrey', '@triciawonggg @phalseimpressions @exarhimself let’s go', 'Thank you for supporting us 🙌. Looking forward to your next visit :)']",
28/6/2020,ieatishootipost,"My kitchen experiment today is a curry chicken Foccacia. The base is the same as my pan pizza base http://bit.ly/ieatPanPizza. I topped it with chicken marinated with curry paste, mozzarella cheese, tomatoes and curry leaves. I was quite happy with the Foccacia itself but I don’t think the curry chicken works. Better to just make a standard Foccacia and dip it into curry chicken.",700,9,"['Good day everyone don’t throw away your old money (coin or note) bring all to me and make a huge amount of money from your old items Malaysia 🇲🇾,Brunei , Singapore 🇸🇬 Jordan 🇯🇴 China 🇨🇳 with ALMIGHTY ALLAH everything is possible 💯💯💯', ""Quite interested to hear how you incorporated the curry flavour into the dough? Liquid ingredients don't seem to work too well in bread recipes"", 'Looks quite dry and the curry didn’t blend in well ?', 'looks yummy! do you mind sharing recipe ?', 'Curry chicken? Idea!!! 🤤', '🔥👏❤️😍', '@ieatishootipost foccacia recipe pls?', 'looks delish', 'Now I am hungry 😢😢']",
27/6/2020,ieatishootipost,"So good to be able to eat out with the family! We had our Wagyu steaks at Bizen today. The Delmonico cut is very good! Delmonico is cut from the chuck and is basically the section just before it becomes the ribeye, so you get almost a ribeye but it’s cheaper since it is still considered a chuck steak. They have changed the sides since I wrote about them http://bit.ly/ieatBizen.  Now all the steaks come with two sides. The onion rings, corn, udon, rice were very good. The Wagyu cutlet and curry I can’t recommend.",632,10,"['😋😋😋', '@_msyahmii', '@ellechuvichien OMG 😍 Shall we?', '🔥👏❤️😍', '💪💪💪', '@shirleennn', ""It's a place with great value and one of the restaurants (in this case at least the concept) we should support to keep it going. I personally recommend the tri tip when it is available. 👍👍👍""]",
