,timestamp,Username,caption,no. of likes,no. of comments,comments,food
233,22/6/2020,fundamentally_flawed,"The kind of tart that make you want to break into dance and song 🔝 // @tartebycherylkoh remains the stalwart of sweet pastry needs in Singapore and the constant innovation and sourcing is an added bonus for avid fans.

Their recent Korean Mountain Berry tart is a bejewelled beauty that reels in the wolf whistles as the tassels from her silver gown flicker in the breeze. By gosh she's beautiful ❤️ and every buttery crumb giving way to shudders and audible murmurs of bliss. Aside from the fact that these berries are extremely seasonal, high in antioxidants and other health benefits, its slight tartness and explosive juicy releases make them a perfect fit to its pate sucre and custard throne.

Don't sleep in on this.

Thanks @chefolivia of @brandfitsg for sharing this with me!

#savefnbsg #tartebycherylkoh #SGUnited  #food52 #koreanmountainberry",398,5,"['This was amazing❤️', '🤤🤤🤤🤤🤤', 'That looks berry delicious ;)', '❤️👏🔥🔥']",food 8
234,21/6/2020,fundamentally_flawed,"Supper is a late night finger-licking attempt at flattening-the-bird & curve, skillet chicken at home, as inspired by @ladyandpups. It's a meal for one, upgraded by the pure fact that it begins with a French 🇫🇷 jaune poulet. A Spring chicken weighing at under 400g, it's small yet goes a long way.

Skillet chicken

1 whole chicken
Salt
Black pepper
2 - 3 cloves garlic smashed

So you flip the chick on her front and approach her from the back. Things are not going to get frisky I can assure you. You might need a pair of heavy-duty scissors for this. Snip down the backbone/ remove it completely and push down heavily on the back to spread the bird into a single layer.

From here on out, a couple more snips are required to get as flat a bird as possible. It's physics, more surface area in contact with the pan, more crispy skin!

So, I remove the breastbone as well but left the wing tips on. Becoz love. Fret not, all bones went into a seperate stock which I will showcase another day.

Flip the chicken over with skin side exposed, by now, it should look like you, poolside on a deck chair after a heavy night of a drinking. Lazy and shapeless. Salt and pepper the skin of the chicken liberally and leave it in the fridge to 'dry-out' for at least 2 hours or overnight if you will.

In a cold pan, lay the chicken skin side down. No oil is required. Turn the heat on to a medium-low and leave a lid on. Leave it to render and crispen up for 20 - 25 mins (this varies extensively on the size of your chicken), at the final 5 mins mark, place 2 smashed garlic cloves in the pan with a little knob of butter.

Flip the bird over meat side and cook for another 2 - 3 minutes. Transfer it to a chopping board, leave to rest for a little while before slicing and digging in.

#sskitchendisasters #fundamentallyflawedkitchen #BudgetTenDollars #StayHomeWithAscott #SGUnited",281,3,"['🤤🤤🤤 perfect supper', 'Love this ❤️❤️', 'Looks yum. One of my favourite authors!']",food 1
235,21/6/2020,fundamentally_flawed,"Daddy's day means bringing the beef to the table and instead of just putting a slab on the grill, I decided to pull a #gyudon stunt on the Flatiron from @meatcosg. Slicing thinly against the grain after half an hour in the freezer, you're almost guaranteed tender results.

To accompany the meat, home pickled carrots, miso butter mushrooms , 6 1/2 minute ajitama eggs and rice. Can't be more proud of myself.

Gyūdon
makes 2 servings

1 large onion, sliced
500g sliced beef (ribeye preferred, but the beautiful Flat-iron from @meatcosg was a perfect fit)
1 TSP sugar
3 tablespoon mirin
3 tablespoon soy sauce
1/2 cup dashi (or chicken stock)
Scallion (chopped)
Sesame seeds

Heat up 1 Tablespoon of oil in a wok and once it reaches medium heat, toss in the sliced onions and cook till translucent but not brown. This will take around 8 minutes. Be patient.

Add the beef slices and the sugar and cook till beef is slightly browned.

Pour in the sauces and the dashi. Bring to simmer, cover and leave for about 12 minutes. Taste for seasoning and add some salt if needed.

Dish out over white rice, making sure to drizzle the sauce over the rice. Top with your ajitama egg, garnish with scallions and sesame seeds.

#fundamentallyflawedkitchen #sskitchendisasters #food52 #sgfoodies #StayHomeWithAscott",670,8,"['Wow what a beautiful gyudon 🤩 Wishing your daddy a wonderful Happy Father’s Day!', 'Great tips! 🔥', 'Looks delish!!', 'Looks so good 😻', 'Sounds really tasty! My type of cooking style! I really want to try making this, and will tag if I do! 👍👍😍😍']",food 1
236,20/6/2020,fundamentally_flawed,"#SihanSayDaBaoWhat Father's Day edition recommends @bochinchesg 's DIY steak sets which includes hefty pieces of steak vaccum packed with herbs and olive oil to guarantee a power-packed sear even at home.
•
Read on. Things are about to get spicy.
•••
Steak always spark some sort of a debate in our home and amidst all this table feuds, I'm quick to realise one thing. We should never impose our own eating values on to others and similarly, we should never be forced into ordering something a certain way just because others are. i.e. Make informed decisions instead of being influenced.
•
When I was getting down to cooking the steaks, I casually asked in my most jaunty  voice, ""How would prefer your steak done?"" - to which they both replied medium-rare please. So I did accordingly, incredibly chuffed at the visual cues of mauve red innards housed within a solid crust. Mind you, my parents are seasoned steak eaters, I'm sure, but perhaps not in the more refined establishments and also always making the safer options for cuts. They nudged their way around the more rare bits with an obvious distasteful look plastered on their faces. ""It's raw,"" - I flew into a rage (on the inside). ""Look guys, it isn't raw, it's just medium rare, the way you requested,"" I replied callously.  Disgruntled, I proceeded to slap the remaining slices on the pan. Using my tongs to press down with vengeance till the entire slice was cooked through. ""Wah, much better,"" they said accompanied with voluntary thumbs up - *cue Face Palm* 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️
•
Granted my frustration at the situation, I became quick to realise that we should never under any circumstances impose our values on others. I love you guys, but for goodness sakes, if you want it well-done. Just say you wanted it so from the start. 😌 Kthxbye.
•
#SGUnited #savefnbsg #steak #bochinchesg",351,4,"['So angsty 😂 But I can understand — there’s more “at steak” than just good taste.', '👏👏', 'This is how a weeken tastes 💪']",food 0
237,28/6/2020,fundamentally_flawed,"I've never discriminated against fried chicken of any style. And today, I'll tell you that this #saltedeggfriedchicken is worth a visit. NOW. If you can manage to find two salted duck eggs in your possession.

Salted Egg Chicken
Makes enough for 2

400g of chicken thigh, boneless, cut into chunks
2 salted duck eggs
1 cup rice flour
2 tablespoon flour
1 Tablespoon rice wine
Salt & pepper
2 tablespoon cornstarch
2 egg yolks

2 tablespoon butter
Handful of curry leaves
80ml evaporated milk, more if you like it saucy
2 cloves garlic, finely minced
2 chili padi, chopped

Steam or boil your salted duck eggs. Boiling should require around 15 minutes. After which seperate the yolks from the whites. Place in a bowl and mash till you get really tiny crumbs.

Marinade your chopped chicken with the rice wine, salt and black pepper and cornstarch. Leave in the fridge for at least  30 minutes. Meanwhile heat up your oil, break two yolks over the chicken and massage it in. Pour the flour mixture over and season with some more salt and black pepper. Really push the dry ingredients into the nooks of the bird. Deep-fry for about 10 minutes till crispy brown. Set aside in a basket to keep it crisp.

Now, in a wok, melt the 2 tablespoons of butter. On medium-high heat, fry the garlic, chili and curry leaves till fragrant. Add in your mashed up salted egg. Things will start to get foamy really fast, that's normal. Lower your heat to a medium-low. Once the yolks has started to cook, add in the evaporated milk and keep stirring to form a smooth sauce. You can add more evaporated milk if you desire more sauce. No one is judging. Toss your fried chicken through the sauce and you're ready.

Oh don't forget the fried egg as well.

#sskitchendisasters #fundamentallyflawedkitchen #food52 #StayHomeWithAscott #Budget",2134,29,"['Wow that looks proper!', 'I have the salted duck eggs but no curry leaves!! Argh! 🏃🏻\u200d♀️', '🤤🤤🤤 so much yes', 'Oooo yum!!!!', 'After you separate the cooked egg, do you smash the yolk? Or the white?', 'This looks amazing! And what a clever and unique way to dress it 😋', 'Good day everyone don’t throw away your old money (coin or note) bring all to me and make a huge amount of money from your old items Malaysia 🇲🇾,Brunei , Singapore 🇸🇬 Jordan 🇯🇴 China 🇨🇳 with ALMIGHTY ALLAH everything is possible 💯💯💯', 'looks yummy 😋', '💕💕', 'This looks SO unreal. Always love salted duck egg fried crab but never tried chicken!', 'My favorite 😍 yours looks amazing!', 'Oooh salted egg chicken sounds so good!!', '😍😍🔥', '😘😋😘😋', 'Omg salted egg is the best!', 'omg delicious 🔥', 'Thank you for the recipe ❤️ this is absolutely AMAZING!!!! 👏', 'Nice 👍👌', '🤤🤤🤤🤤🤤', 'That looks good!', 'this looks so good', 'Looks yum', '😍', 'Wow looks really good. Bookmark ❤️']",food 3
238,27/6/2020,fundamentally_flawed,"#SihanSayDaBaoWhat Saturday night version • @mrspho 's  feeds four classic set 🇻🇳~ we're talking entrées such as pork, mushroom and taro spring rolls and grilled pork balls with a very moreish peanut dressing. But as much as the starters are a great distractions to filling you up, the mains are the real deal. Especially the Bún thịt - Vietnamese grilled pork dried noodles which shows a casual fortitude in its dressing but delivers a punchgram of flavours with aplomb.

The lovely guys have offered to share a discount with you, my darling followers. Use the promo code [FFMrsPho] to enjoy 10% off orders till 10 July 2020.

#SGUnited #savefnbsg #sgfoodies #mrspho #gourmetfoodholdings #8dayseat #burpple",385,1,['💗💗'],food 8
239,27/6/2020,fundamentally_flawed,"I'm writing this caption post-Saturday lunch slump. It's been a trying sort of morning, kneading, rolling, sizing and layering - but the aftermath of the bubbling stack and the smiles it reaps makes it all worthwhile.

Also, you can try your hand at a quick ragu, but I managed to free a box of 4-hour bolognaise sauce from the depths of my freezer for this happy occasion. Recipe ➡️: https://bit.ly/3i3OCjU
•••••
Lasagne from the heart
Makes enough for 3

Lasagne sheets

200g flour
2 eggs
Pinch of salt

Do like you do in all the pasta videos you've ever watched in your life. Make a well in your dry ingredients. Break your eggs in the centre. Whisk gently and slowly incorporate your flour in. Slowly work it in till your dough isn't tacky any more. Form a little dough ball, clingfilm and leave it in the fridge for half an hour.

Turn it onto a clean surface and knead for 8-10 minutes till you get a smooth dough. Working in 4 pieces, roll them out thinly with plenty of flour in between till it's thin enough to see your fingers.

String over wooden sticks and leave to dry.

Béchamel

2 Tablespoon of flour
2 tablespoon of butter
400g milk
Black pepper
1/4 cup parmesan cheese

In a skillet, place your flour in and heat up the pan till medium heat. Introduce the butter and combine it with the flour to form a Panada. After about a minute, whisk in the milk little by little. Continue to whisk over medium-low heat till it comes to a slight simmer and a roux is formed. Throw in the Cheese and whisk to combine.
•••••
In a casserole dish, layer your Ragu, then your pasta strip. Followed by cheese, béchamel sauce, another pasta sheet, Ragu, cheese, bechamel and repeat. Finally above the final pasta sheet, layer on the remainder of the meat sauce and all the béchamel. Sprinkle on as much cheese as one can manage.

Put your Lasagne in a pre-heated 180°C oven for 40 minutes under a loose foil tent. Remove the aluminium foil for the last 10 minutes to get a nice browned top.

#sskitchendisasters #fundamentallyflawedkitchen #food52 #madewithlove #BudgetTenDollars",615,13,"[""Is it lasagne day? We're making our first attempt now. 😋"", '@imrankidd + @thesilverchef ☝️ my rather kiddish attempt at making pasta from scratch. What the heck! It still tasted good in the end!', 'Garfield approves', 'Oh yum😄😄', 'so tempting!! 😍', 'I haven’t had a good lasagna since my daughter went vegan. Miss it...', '@rqueky']",food 8
240,27/6/2020,fundamentally_flawed,"If all Egg White Omelettes could look (and taste) like this... Had some extra whites lying around in the fridge this morning and decided to put them to good use. Avoiding my insipid memories of egg white Omelettes on buffet lines, I set out to achieve some sort of browning. And yes, it's possible.

Egg White Omelette

4 egg whites (Korean #CheonggyewonEgg for the win!)
1 tablespoon parmesan cheese
1/8 TSP Garlic powder
Salt and black pepper
1 small tomato diced
3 stalks coriander, finely chopped
Olive oil

Take your egg whites and whisk it in a bowl with garlic powder and a pinch of sea salt. Put your back into it and whisk for at least 2 minutes till light and frothy and literally no pool of liquid whites exist. It's going to hurt a little especially if you haven't quite warmed up. But it's worth it.

Warm up a skillet with a good glug of olive oil on medium heat. Using a spatula, fold in your parmesan cheese into the egg white mixture. Dice up your tomato and coriander. Set aside.

Once the pan is hot, pour in your egg white mixture. Leave for about 15 seconds before scattering your tomatoes and coriander over. Put a lid on and cook on medium-low for 2 minutes. Season with black pepper. Fold over and flip out onto a plate.

#sskitchendisasters #fundamentallyflawedkitchen #food52 #StayHomeWithAscott #eggwhiteomlette",394,3,"['Beautiful❤❤❤😍😍😍', '😘😋😘😋', 'Y U M 😍']",food 4
241,26/6/2020,fundamentally_flawed,"Eggs are a vehicle for good times and you can take it for a spin whenever you like 🥚🚙...like I did at dinner time with tomatoes, for a classic 蕃茄炒蛋 Tomatoes and Egg Stir-fry.

3 eggs
3 scallions, chopped
1/2 TSP sesame oil
1 TSP shaoxing rice wine
1/2 TSP salt
3 medium tomatoes, diced in cubes
1 TSP sugar
Salt and white pepper

Whisk your eggs, sesame oil and shaoxing rice wine together with 1/2 TSP salt for a whole minute.

In a wok with 1 tablespoon of oil, Stir-fry the whisked eggs at a very high temperature. Remove from flame and set aside in a bowl.

Add more oil to the pan and fry the tomatoes and scallions for a minute. Add in the water and sugar, as well as the cooked eggs. Give a little scramble and put the lid back on for another minute or two.

Dish out and enjoy with white rice.

#sskitchendisasters #fundamentallyflawedkitchen #food52 #CheonggyewonEgg",396,13,"['One of my absolute favourite dishes! 😍😍', 'This is my all time fav 😋😋', 'Totally making this today! Thank you @fundamentally_flawed', 'Beautiful 🤤👌🏻', 'one of the most versatile ingredients goes to eggs! 🤣']",food 4
242,26/6/2020,fundamentally_flawed,"In my most recent article, I walk you through my most memorable food meals on wheels the past three months.

It's been an endless feast thus far but I'll start off with the easy ones - @saltedandhung 's  picnic basket, is a revellers loot of goodies that demonstrate skills beyond that of a regular home cook. It warrants a vintage floral table cloth laid over the ole’ dining table, hot milk tea in a pot dressed in a wool sleeve to match. There’s the IPA sourdough that heaves and cracks under the serrated knife. You’ll smother that with duck rillette and then continue building your next open-faced sandwich layered with slices of nutty manchego cheese and house-smoked country ham. We suspect the other dishes outside of the deli selection to be equally captivating, but why deviate from whipped lard?

More on my link in bio.

#saltedandhung #unlistedcollection #SGUnited #savefnbsg #sgfoodies #food52",156,0,[],food 0
243,25/6/2020,fundamentally_flawed,"What’s better than a lazy ‪Sunday afternoon? A lazy ‪Sunday afternoon fuelled with tasty imbibes!!! ‪This Sunday, 28th June, I’m partnering up with @KrisShop and hijacking their IG Live ‪from 4pm onwards to teach you how to make 2 simple summer cocktails using these spirits above ☝️. Any wild guesses?

You’ve probably browsed KrisShop’s catalogue while flying on Singapore Airlines, but did you know that you can also shop online on their site? They even have an wide variety of lifestyle products, including beauty essentials and duty paid liquor, that you can order for delivery to your home!

Tune in ‪this Sunday to find out more! I’ll also be answering any questions you might have on liquor essentials or suggestions for classics that you can churn out from your pantry finds. #KrisShop

#sp #thedrinkseeker #thirsty #imbibegram #handcraftedcocktails #liqpic",184,1,['😍😍'],food 9
244,25/6/2020,fundamentally_flawed,"It's afternoon tea time and I reach into my fridge for this treat that I've stashed away since market visits on Tuesday. A quick flash in the microwave and it's as good as new.

Hum chim Peng. I'm on team salty. What about you?

#sghawkerfood #whati8today #humchimpeng #discoversingapore",369,21,"['OMG YESSSSS I prefer sweet', 'I am also on team salty🙌🏻🙌🏻', '🙌🏼🙌🏼', 'SAME! omg I was just raving about how underrated HCP is. I think most people prefer salty, cause by the time I wanna buy it they only have sweet left 😢', ""I'm on team salty and sweet. One in each hand 😁"", 'Both.. yes.. me v greedy', 'Salty too for me ! Old skool fav ... with a cuppa Teh .. damn .. haha', 'Me too! Salty rules!', 'team sweeeeet', 'Salty for sure!', 'Salty!! 😍']",food 3
245,24/6/2020,fundamentally_flawed,"This is how I enjoy my ice cream. In a bowl. No sprinkles, no fancy waffle cone, no buttery sable for dipping nor cup of milk to seal the deal. This way, the subject matter, the ice cream flavour of your interest, gets to shine. And tonight it's the Dark Chocolate Sorbet from @tomspalettesg, a broody little number whose sophistication is revealed in the tiniest of dosages. A little bit goes a long way. This is me.

Sometimes I'm feeling White Chocolate Nori, half traditionalist, half adventurous. Mostly confused but the peculiar combination of umamified seaweed gelato with sweet white chocolate and oven roasted almonds breaks many rules in the most joyous big ways. I might even graduate to two bowls with this flavour. It's brilliant. I finished it before the family even realised it was gone.

@tomspalettesg has relocated in the midst of phase 2 and as they aren't ready to receive lovely guests yet, they have organised pre-order pick-ups times to better facilitate their guests. Details up on their socials.

#SihanSayDaBaoWhat #tomspalettesg #burpple #sweettooth #food52 #eyecandySorted",291,0,[],food 7
246,24/6/2020,fundamentally_flawed,"Growing up, I've had the strangest relationship with Coca-Cola. Being plugged to an inhaler since young and having to do frequent night runs to the ER in search of comfort by ventilator, I wasn't privy to the joy juice till a much later age. By then, surrounding by cousins and other kids who would turn to the red can as their choice reward for completing tasks, I had built this infallible impression of the drink. 'It will the best thing I've drank ever,' I psyched myself as I took my first sip at the age 12. **Pause**, nothing, not even the slightest flutter in my tummy. ""That's it?"" - I remember myself saying.

So, turns out my love for the beverage has never run deep and it is the same for most carbonated drinks. Rum and Coke? Would it be rude if I decline? 🤗; That was till I tasted the Coca-Cola chicken at @vascosingapore by @jenniferangelalee. What sorcery. I still think about it from time to time.

Today I poured half a can of coke into a chicken dish and drain poured the other half. Sue me.

Coca-Cola Chicken
Makes enough for 2
Adapted from @thewoksoflife

4 massive drumstick (I used the antibiotic-free, free range ones from @bostockbrothers in NZ)
1/2 can coke
1.5 tablespoon dark soy sauce
1/2 tablespoon light soy sauce
1 tablespoon shaoxing rice wine
Ginger, 4 slices
Dried orange peel - 1
Cinnamon stick - 1

Marinade your chicken in the coke for at least an hour.

In a wok with a little oil, fry off your ginger till fragrant. Toss in the cinnamon stick as well. Remove the chicken from the coke and brown off the drumsticks. Pour over the coke and the sauces as well as the orange peel. Reduce the heat to medium-low and simmer with the lid on for 18 minutes.

Remove the lid and reduce the sauce a little. Serve with white rice.

#sskitchendisasters #fundamentallyflawedkitchen #BudgetTenDollars #StayHomeWithAscott #food52",387,17,"['Yummy 😋😋😋', 'This combination blows my mind WHAT', 'This looks and sounds amazing! I am a little mad at you for the discarded coke though 😡😉', 'What happens with Pepsi 😮', 'Pretty sure you saved yourself loads of calories when refraining from coke', 'I used to think that Coca-cola chicken is just a name, I never knew they actually pour the drink in! 🤣', 'Sounds yummy already! Can I know if dried orange peel is a must for this recipe? 😊', 'Such a cool way to do chicken!', '❤️❤️💕😋❤️❤️💕', 'Apparently coke boiled with ginger is a delightful remedy for cold relief!']",food 3
247,24/6/2020,fundamentally_flawed,"All the eyes on me in the center of the ring
Just like a circus
When I crack that whip, everybody goin' trip
Just like a circus

Wet weather plans: Cheese & Egg toasties and Britney Spears. YAS Queen!

Hope everyone is having a fabulous humpday.

#sskitchendisasters #fundamentallyflawedkitchen #food52 #StayHomeWithAscott #cheesetoastie",382,3,"['Sounds perfect! 💃🏻', 'Mmmm grilled cheese 😍']",food 2
248,23/6/2020,fundamentally_flawed,"Not my first rodeo making Scotch Eggs but very well my first time sharing this recipe. It has worked for me a couple times before and trust me, these babies are good, both fresh out the fryer or cold on pique niques. That's why they are called picnic eggs!

Tune in to my stories for some behind the scenes action.

ᴛʜᴀɪ-ɪɴꜱᴘɪʀᴇᴅ ꜱᴄᴏᴛᴄʜ ᴇɢɢꜱ

2 eggs
300g pork mince
1 chili padi
Coriander
1 clove garlic
1 tbsp fish sauce
White pepper
1/2 tbsp cornstarch

Egg, flour and bread crumb for coating
•••••
First of all, place your cold eggs in simmering boiling water for 6 minutes. Immerse those immediately in ice water to stop the cooking process. Proceed to peel after 5 minutes. Set aside.

Mix your mince together with the chopped chili padi and garlic and coriander.  Season with fish sauce and white pepper. Combine well and then incorporate with cornstarch.

Take enough mince to fit over your palm, press it to get an even layer from tip of your fingers to the base of your palm. Place egg in the center of the meat and enrobe the egg, making sure there are no cracks in the ball. Repeat and place both balls in the fridge to set for about half an hour.

Prepare the three baths, first of seasoned flour (just salt and pepper), second of a beaten egg and third of bread crumbs. Meanwhile heat up your oil till about 180°C. Run your 'meatballs' through the three baths and set aside as you wait for the oil to hear up.

Fry for 7 - 8 minutes or till golden brown. Leave on wire rack to cool before slicing through and devouring with Thai sweet sauce.

#sskitchendisasters #fundamentallyflawedkitchen #food52
#scotcheggs",328,7,"['I love scotch eggs - there is an Indian version of these called Nargisi Kofte. Give those a try if you can - they are mind-blowing 🤯', 'Yum😄', 'Wow~~~ yum😍 Thank you so much❤🙏']",food 1
249,23/6/2020,fundamentally_flawed,"Does anyone else find the incessant downpours this time of year queer? Meantime, it's time to dig deep and churn out the soul foods. I'm thinking 葱油饼 (Scallion Pancake). Who's with me?
•
Scallion Pancake
Ingredients
•
200g flour
170g boiling water
Salt
Scallions (at least 5 full stalks, chopped)
Sesame Oil
Five Spice Powder
Sesame seeds (optional)
•
In a bowl, mix flour, salt and boiling water. Using a pair of chopsticks, mix till you get scraggly lumps of dough. When it's slightly cool, knead it in the bowl for a bit then move the affair to a clean board and knead it for another 10minutes. Roll into a ball and cling film - leaving to rest for 20 minutes.

Chop up your scallions. By right, you're supposed to only use the green bits, but in the day and age, there's no call for wastage. I used the whites too.

Knead again for 5 minutes, you should get a really smooth dough, slightly elastic even. Roll into a tube and cut up in 4 equal pieces.

Using a rolling pin, stretch out the dough till almost paper thin. Brush with sesame oil, sprinkle lightly with five spice powder and salt. Cover liberally in scallions. Roll it up and shape into a snail. Leave it covered for another 20 minutes under a sheet of cling film or dish cloth. Continue with the rest of the three rolls.

Pre-heat your pan with a mix of sesame oil and regular cooking oil on medium heat. Just a light sheen. We're pan-frying, not deep-frying here. On a sesame oiled surface, smash down the snail and roll it out flat. Cook the one side for 3 minutes before flipping it over and cooking for another 2 minutes.

Prepare your dipping sauce : 3 tablespoons soy sauce, 3 tablespoons black vinegar, 1 TSP chili oil and a dash of sugar.

Slice your pancakes into quarters and dig in. Don't be scared of the thunder.

#sskitchendisasters #fundamentallyflawedkitchen #food52
#StayHomeWithAscott #comfortfood #葱油饼",901,14,"['Haha not queer, just the south west monsoon setting in... making it sensational sailing! Haha', 'Oh yeah the rain is weird. But it does help keep us cool despite the mask', 'The only time I will eat scallions 😂', 'These look yum! 🙌 Is your recipe quite similar to the traditional Chinese version or more of contemporary take?', 'Crispy pancake goodness 🙌', 'This looks great❤️', 'Gott 😻😻', 'Such a staple👌🏼👌🏼', '🤩👍🏻']",food 1
250,22/6/2020,fundamentally_flawed,"As most people are warming up to the idea of heading outdoors to face 'the new normal', there are still plenty of dine-in options available in the interim.

And while I believe that there's a time for comfort food such as ramen and fried chicken, there should also be an opportunity for delicious peculiarities at the dining table. Nothing that I've tasted thus far have embodied such qualities as the food put out by Chef @woowaileong at @restaurantibid. His takeaway meals beginning with cheese shao bings snuffed in yeasted butter and ending with gooey black rice mochi cake crowned with oolong milk tea ice cream; keeping the family chomping relentlessly albeit with visible question marks floating above head. A renegade sort of cuisine that actually make you feel like you're stepping outside of your comfort zone, albeit at home.

A must order is their lionhead's head meatball over scallion noodles, that when broken into provides a self-saucing solution with HK curry at its heart. This and the Mapo tofu (which i implore you to mix with boiled dumplings if you have leftovers 🤟) make the perfect combination for couples. // Note that Restaurant Ibid has opened its doors to diners and will only continue this take-away/ delivery menu till the 28th June.

#savefnbsg #vscofood #sgfoodies #SGUnited",437,11,"['Looks and sounds delightful- definitely ordering', 'Where can I eat nice BCM. I really want to try a good one just not sure where.', 'Wow sounds divine!', '😍😍😍😍😍', 'OMG!!! Your Instagram is so INCREDIBLE!!!', '❤️❤️❤️😋😍']",food 2
251,22/6/2020,fundamentally_flawed,"The kind of tart that make you want to break into dance and song 🔝 // @tartebycherylkoh remains the stalwart of sweet pastry needs in Singapore and the constant innovation and sourcing is an added bonus for avid fans.

Their recent Korean Mountain Berry tart is a bejewelled beauty that reels in the wolf whistles as the tassels from her silver gown flicker in the breeze. By gosh she's beautiful ❤️ and every buttery crumb giving way to shudders and audible murmurs of bliss. Aside from the fact that these berries are extremely seasonal, high in antioxidants and other health benefits, its slight tartness and explosive juicy releases make them a perfect fit to its pate sucre and custard throne.

Don't sleep in on this.

Thanks @chefolivia of @brandfitsg for sharing this with me!

#savefnbsg #tartebycherylkoh #SGUnited  #food52 #koreanmountainberry",398,5,"['This was amazing❤️', '🤤🤤🤤🤤🤤', 'That looks berry delicious ;)', '❤️👏🔥🔥']",food 1
252,21/6/2020,fundamentally_flawed,"Supper is a late night finger-licking attempt at flattening-the-bird & curve, skillet chicken at home, as inspired by @ladyandpups. It's a meal for one, upgraded by the pure fact that it begins with a French 🇫🇷 jaune poulet. A Spring chicken weighing at under 400g, it's small yet goes a long way.

Skillet chicken

1 whole chicken
Salt
Black pepper
2 - 3 cloves garlic smashed

So you flip the chick on her front and approach her from the back. Things are not going to get frisky I can assure you. You might need a pair of heavy-duty scissors for this. Snip down the backbone/ remove it completely and push down heavily on the back to spread the bird into a single layer.

From here on out, a couple more snips are required to get as flat a bird as possible. It's physics, more surface area in contact with the pan, more crispy skin!

So, I remove the breastbone as well but left the wing tips on. Becoz love. Fret not, all bones went into a seperate stock which I will showcase another day.

Flip the chicken over with skin side exposed, by now, it should look like you, poolside on a deck chair after a heavy night of a drinking. Lazy and shapeless. Salt and pepper the skin of the chicken liberally and leave it in the fridge to 'dry-out' for at least 2 hours or overnight if you will.

In a cold pan, lay the chicken skin side down. No oil is required. Turn the heat on to a medium-low and leave a lid on. Leave it to render and crispen up for 20 - 25 mins (this varies extensively on the size of your chicken), at the final 5 mins mark, place 2 smashed garlic cloves in the pan with a little knob of butter.

Flip the bird over meat side and cook for another 2 - 3 minutes. Transfer it to a chopping board, leave to rest for a little while before slicing and digging in.

#sskitchendisasters #fundamentallyflawedkitchen #BudgetTenDollars #StayHomeWithAscott #SGUnited",281,3,"['🤤🤤🤤 perfect supper', 'Love this ❤️❤️', 'Looks yum. One of my favourite authors!']",food 4
253,21/6/2020,fundamentally_flawed,"Daddy's day means bringing the beef to the table and instead of just putting a slab on the grill, I decided to pull a #gyudon stunt on the Flatiron from @meatcosg. Slicing thinly against the grain after half an hour in the freezer, you're almost guaranteed tender results.

To accompany the meat, home pickled carrots, miso butter mushrooms , 6 1/2 minute ajitama eggs and rice. Can't be more proud of myself.

Gyūdon
makes 2 servings

1 large onion, sliced
500g sliced beef (ribeye preferred, but the beautiful Flat-iron from @meatcosg was a perfect fit)
1 TSP sugar
3 tablespoon mirin
3 tablespoon soy sauce
1/2 cup dashi (or chicken stock)
Scallion (chopped)
Sesame seeds

Heat up 1 Tablespoon of oil in a wok and once it reaches medium heat, toss in the sliced onions and cook till translucent but not brown. This will take around 8 minutes. Be patient.

Add the beef slices and the sugar and cook till beef is slightly browned.

Pour in the sauces and the dashi. Bring to simmer, cover and leave for about 12 minutes. Taste for seasoning and add some salt if needed.

Dish out over white rice, making sure to drizzle the sauce over the rice. Top with your ajitama egg, garnish with scallions and sesame seeds.

#fundamentallyflawedkitchen #sskitchendisasters #food52 #sgfoodies #StayHomeWithAscott",670,8,"['Wow what a beautiful gyudon 🤩 Wishing your daddy a wonderful Happy Father’s Day!', 'Great tips! 🔥', 'Looks delish!!', 'Looks so good 😻', 'Sounds really tasty! My type of cooking style! I really want to try making this, and will tag if I do! 👍👍😍😍']",food 2
